texto,objeto_contrato,valor_contrato,multi_anchor_id_ato,multi_anchor_id_dodf,pdf_gold
"EXTRATO DO CONTRATO Nº 16/2021, NOS TERMOS DO PADRÃO Nº 05/2002
Processo: 00133-00001648/2021-01. Das Partes: DF/ADMINISTRAÇÃO REGIONAL DE BRAZLÂNDIA   EDIFICARE ENGENHARIA E CONSTRUÇÕES EIRELI ME, CNPJ nº 12.088.941/0001-08 Do Objeto: tem por objeto Execução de Obra. Para atender às necessidades da Administração Regional de Brazlândia, no valor total de R$698.496,55 (seiscentos e noventa e oito mil quatrocentos e noventa e seis reais e cinquenta e cinco centavos); Fundamentação Legal Lei nº 8.666/93 e alterações e Decreto nº 5.420/2005. Dotação Orçamentária: Unidade Orçamentária - U.O: 09.106   Região Administrativa IV- Brazlândia; Unidade Gestora   U.G: 190106; Gestão: 00001; Programa de Trabalho - PT: 15.451.6219.1606.0011 - Construção de Praça de Esporte e Cultura-Construção da Praça da Bíblia em Brazlandia- Brazlândia. Tesouro. Natureza da despesa: 44.90.51; Fonte de recursos: 100; Nota de Empenho: 2021NE00382 e 2021NE00383, emitida em 09/12/2021, na modalidade Global. Evento: 400091; Vigência: 12 (doze) meses, a contar da data de sua assinatura; Data de Assinatura: 13/12/2021; Signatários: Pelo Distrito Federal, JESIEL COSTA ROSA, na qualidade de Administrador Regional de Brazlândia e pela Contratada EDUARDO CATANANTI JUNQUEIRA, na qualidade de Representante Legal.",tem por objeto Execução de Obra,"698.496,55",627-R62,627,DODF 126 07-07-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO BRB Nº 284/2021
Contratada: ARTSTICKER COMUNICAÇÃO VISUAL EIRELI. Modalidade: Pregão Eletrônico 032/2021. Objeto: Fornecimento, instalação, manutenção, montagem e desmontagem de elementos de sinalização institucional interna em diversas dependências do BRB. Vigência: 15/12/2021 à 14/12/2022. Valor Total: R$ 40.000,00. Gestor: Mariana Rodrigues Cordova. Pelo BRB: Cristiane Maria Lima Bukowitz e pelo Contratada: Íris Regina Lopes de Andrade. Processo nº: 041.000.270/2021. As despesas decorrentes do presente contrato correrão com base no orçamento de investimentos e dispêndios, natureza 4 - Dispêndio das Estatais e Fonte 1 - geração própria. BRUNO COSTA NUNES - Gerente de área e.e.","Fornecimento, instalação, manutenção, montagem e desmontagem de elementos de sinalização institucional interna em diversas dependências do BRB","40.000,00",627-R63,627,DODF 126 07-07-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 45412/2021
Processo: 04001-0000000819/2021-60. DAS PARTES: INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS na qualidade de CONTRATANTE, NUTROLOGIA BRASILIA SERVICOS MEDICOS LTDA na qualidade de CONTRATADA. DO OBJETO: CREDENCIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO. DO VALOR: R$ 221,60 (duzentos e vinte e um reais e sessenta centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente - Lei Orçamentária Anual. DA DOTAÇÃO ORÇAMENTÁRIA: A despesa correrá à conta da seguinte Dotação Orçamentária: DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0739, DATADO DE: 14/12/2021, VALOR DO EMPENHO: R$ 221,60 (duzentos e vinte e um reais e sessenta centavos). DO PRAZO EXECUÇÃO/VIGÊNCIA: 12(doze) mês(es) consecutivos e 12 (doze) mês(es) consecutivos, respectivamente. Observado o disposto no art. 57 da Lei nº 8666/93. DA ASSINATURA:30/07/2021. DOS SIGNATÁRIOS: Pela INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS: NEY FERRAZ JUNIOR - Presidente Interino e pela CONTRATADA: ALEXANDRE MORALES CASTILLO OLMEDO, na qualidade de Representante da Empresa.","CREDENCIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","221,60",627-R64,627,DODF 126 07-07-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO DE EXECUÇÃO DE OBRAS PARA O DISTRITO FEDERAL Nº 69/2021
Processo: 00112-00001130/2020-81. Partes: SEEDF X AJL ENGENHARIA E CONSTRUÇÃO EIRELI. Objeto: a contratação pelo Distrito Federal, por meio da Secretaria de Estado de Educação do Distrito Federal - SEE/DF, de empresa especializada de engenharia para construção de Centro de Educação da Primeira Infância (CEPI), Creche Tipo 01 (projeto próprio), na Rua 18, Vila Telebrasília, no Plano Piloto/DF. Unidade Orçamentária: 18101. Programa de Trabalho: 12.368.6221.3982.0001. Natureza da Despesa: 4.4.90.51. Fonte de Recursos: 177020019. Nota de Empenho: nº 2021NE06873, no valor de R$ 100.241,58 (cem mil, duzentos e quarenta e um reais e cinquenta e oito centavos), emitida em 08/12/2021. Evento: 400091. Modalidade: Global. Valor total do Contrato: R$ 4.807.580,15 (quatro milhões, oitocentos e sete mil, quinhentos e oitenta reais e quinze centavos). Vigência: 390 (trezentos e noventa) dias corridos, contados a partir da data de assinatura do Contrato. Assinatura: 14/12/2021. Assinantes: Pela SEEDF: HÉLVIA MIRIDAN PARANAGUÁ FRAGA. Pela AJL ENGENHARIA E CONSTRUÇÃO: LUCIANO DE SOUZA MACIEL PIRES.","a contratação pelo Distrito Federal, por meio da Secretaria de Estado de Educação do Distrito Federal - SEE/DF, de empresa especializada de engenharia para construção de Centro de Educação da Primeira Infância (CEPI), Creche Tipo 01 (projeto próprio), na Rua 18, Vila Telebrasília, no Plano Piloto/DF","4.807.580,15",627-R65,627,DODF 126 07-07-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 45285/2021
Processo: 00090-00030242/2020-54. DAS PARTES: SEMOB x COMBRASEN - COMPANHIA BRASILEIRA DE SOLUÇÕES EM ENGENHARIA LTDA. DA MODALIDADE: Concorrência. DO OBJETO: Contratação de empresa para Execução das Obras de Construção do Terminal de Ônibus Urbano do Sol Nascente. DA VIGÊNCIA: O prazo de vigência do contrato será de 630 (seiscentos e trinta) dias corridos, a partir da publicação do extrato do contrato no Diário Oficial do Distrito Federal. O prazo de execução dos serviços será de 540 (quinhentos e quarenta) dias corridos, contados a partir do 5º (quinto) dia útil após o recebimento da Ordem de Serviço. DO VALOR: O valor total do contrato é R$ 3.532.516,21 (três milhões, quinhentos e trinta e dois mil, quinhentos e dezesseis reais e vinte e um centavos). DATA DA ASSINATURA: 06/12/2021. DOS SIGNATÁRIOS: Pela Contratante, VALTER CASIMIRO SILVEIRA, na qualidade de Secretário de Estado; e pela Contratada, JOSÉ ELIAS FERNANDES JÚNIOR, na qualidade de Sócio Diretor.",Contratação de empresa para Execução das Obras de Construção do Terminal de Ônibus Urbano do Sol Nascente,"3.532.516,21",627-R67,627,DODF 126 07-07-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 26/2021
Processo: 00094-00005506/2021-18. PARTES: SERVIÇO DE LIMPEZA URBANA DO DISTRITO FEDERAL, SLU/DF e a empresa OURO GÁS LTDA, inscrita no CNPJ/MF sob o nº 23.934.139/0001-08. OBJETO: O Contrato tem por objeto a aquisição de a aquisição de gás liquefeito de petróleo-GLP, consoante especifica o Edital de Licitação do Pregão Eletrônico nº 086/2021 - COLIC/SCG/SPLAN/SEEC-DF, a Ata de Registro de Preços nº 0140/2021 e a Aprovação de Solicitação de Saldo de Ata nº 4987/2021, que passam a integrar o presente instrumento, sem necessidade de transcrição na integra. FUNDAMENTAÇÃO LEGAL: O presente Contrato obedece aos termos do Edital de Licitação do Pregão Eletrônico nº 086/2021 - COLIC/SCG/SPLAN/SEEC-DF, da Ata de Registro de Preços nº 0140/2021, da Aprovação de Solicitação de Saldo de Ata nº 4987/2021 e da Lei nº 8.666/93, da Lei 10.520/2002, Decreto Federal nº 10.024/2019, Decretos Distritais nº 25.966/2005, nº 26.851/2006, e, subsidiariamente, a Lei nº 8.666/1993 e alterações subsequentes, além de outras normas aplicáveis à espécie. VALOR: O valor deste contrato é de R$ 15.720,00(quinze mil setecentos e vinte reais), devendo a importância ser atendida à conta de dotações orçamentárias consignadas no orçamento corrente, enquanto a parcela remanescente será custeada à conta de dotações a serem alocadas no (s) orçamento (s) seguinte (s). DOTAÇÃO ORÇAMENTÁRIA; UO: 22214; PT: 15.122.8209.8517.9762; NATUREZA DA DESPESA: 33.90.30; FONTE DE RECURSOS: 220. DATA DE ASSINATURA: 03 de dezembro de 2021. DA VIGÊNCIA: O contrato terá vigência de 12 (doze) meses a contar da última assinatura das Partes no Sistema SEI/GDF. SIGNATÁRIOS: pelo SLU/DF, NEIDE APARECIDA BARROS DA SILVA, Diretora Substituta de Administração e Finanças e, pela CONTRATADA: BRUNA MARIA OLIVEIRA ARAUJO, Representante Legal.","O Contrato tem por objeto a aquisição de a aquisição de gás liquefeito de petróleo-GLP, consoante especifica o Edital de Licitação do Pregão Eletrônico nº 086/2021 - COLIC/SCG/SPLAN/SEEC-DF, a Ata de Registro de Preços nº 0140/2021 e a Aprovação de Solicitação de Saldo de Ata nº 4987/2021, que passam a integrar o presente instrumento, sem necessidade de transcrição na integra","15.720,00",627-R68,627,DODF 126 07-07-2021 INTEGRA.pdf
"EXTRATO DE CONTRATO Nº 04/2021
Processo: 04009-00001238/2021-20. DAS PARTES: SECRETARIA DE ESTADO DE TURISMO x INDÚSTRIA DE ÁGUA MINERAL IBIÁ LTDA - EPP. DA MODALIDADE: O presente Contrato obedece aos termos do Edital de Licitação para Registro de Preços   Pregão Eletrônico n.º 0131/2020 (70380156) da Ata de Registro de Preços nº 0021/2021 (70380813) da Aprovação de Solicitação de Saldo de Ata nº 4545/2021 (71537004) e com as demais disposições da Lei nº. 8.666/1993. DO OBJETO: aquisição de material de consumo: gêneros alimentícios e material de acondicionamento e embalagem, contemplando 2.000 (dois mil) garrafões de 20 litros de água potável de mesa sem gás (vasilhame - em regime de comodato), para fornecimento parcelado, a fim de atender as necessidades da Secretaria de Estado de Turismo, consoante especifica o Edital de Licitação Pregão Eletrônico n.º 0131/2020 (70380156) da Ata de Registro de Preços nº 0021/2021 (70380813) da Aprovação de Solicitação de Saldo de Ata nº 4545/2021 (71537004). DO VALOR: O valor total anual do Contrato é de R$ 10.800,00 (dez mil e oitocentos reais), devendo ser atendida à conta de dotações orçamentárias consignadas no orçamento corrente. DA DOTAÇÃO ORÇAMENTÁRIA: UO: 27.101; PT: 23.122.8207.8517.0123, ND: 33.90.30, Fonte: 100, Nota de Empenho nº 2021NE00305, emitida em 18/10/2021. DA VIGÊNCIA: O contrato terá vigência de 12 (doze) meses, a partir da data de sua assinatura. DATA DE ASSINATURA: 29/11/2021. SIGNATÁRIOS: Pela Contratante: ANALICE MARIA MARÇAL DE LIMA, na qualidade de Subsecretária de Administração Geral, e pela Contratada: EDUARDO BARROS DE QUEIROZ RODRIGUES, na qualidade de Representante Legal.","aquisição de material de consumo: gêneros alimentícios e material de acondicionamento e embalagem, contemplando 2.000 (dois mil) garrafões de 20 litros de água potável de mesa sem gás (vasilhame - em regime de comodato), para fornecimento parcelado, a fim de atender as necessidades da Secretaria de Estado de Turismo, consoante especifica o Edital de Licitação Pregão Eletrônico n.º 0131/2020 (70380156) da Ata de Registro de Preços nº 0021/2021 (70380813) da Aprovação de Solicitação de Saldo de Ata nº 4545/2021 (71537004)","10.800,00",627-R69,627,DODF 126 07-07-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 44553/2020
Processo: 04001-0000000025/2021-04. Das Partes: INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS na qualidade de CONTRATANTE, CEORL - CENTRO OTORRINOLARINGOLOGICO DE TAGUATINGA na qualidade de CONTRATADA. Do Objeto: CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO. Do Valor: R$ 3.965,58 (três mil e novecentos e sessenta e cinco reais e cinquenta e oito centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente - Lei Orçamentária Anual. Da Dotação Orçamentária: A despesa correrá à conta da seguinte Dotação Orçamentária: DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0281, DATADO DE: 02/09/2021, VALOR DO EMPENHO: R$ 3.965,58 (três mil e novecentos e sessenta e cinco reais e cinquenta e oito centavos). DO PRAZO EXECUÇÃO/VIGÊNCIA: 12(doze) mês(es) consecutivos e 12 (doze) mês(es) consecutivos, respectivamente. Observado o disposto no art. 57 da Lei nº 8666/93. DA ASSINATURA:04/12/2020. Dos Signatários: Pela INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS: NEY FERRAZ JUNIOR, Presidente Interino e pela CONTRATADA: ADRIANE MEDEIROS CASADO, na qualidade de Representante da Empresa.","CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","3.965,58",627-R70,627,DODF 126 07-07-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 42737/2021
Processo: 04001-0000000056/2021-57. Das Partes: INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS na qualidade de CONTRATANTE, ONCOLOGY - CLÍNICA E TRATAMENTO ONCOLÓGICO LTDA na qualidade de CONTRATADA. Do Objeto: CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO. Do Valor: R$ 1.811,65 (hum mil e oitocentos e onze reais e sessenta e cinco centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente - Lei Orçamentária Anual. Da Dotação Orçamentária: A despesa correrá à conta da seguinte Dotação Orçamentária: DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0283, DATADO DE: 02/09/2021, VALOR DO EMPENHO: R$ 1.811,65 (hum mil e oitocentos e onze reais e sessenta e cinco centavos). DO PRAZO EXECUÇÃO/VIGÊNCIA: 12(doze) mês(es) consecutivos e 12 (doze) mês(es) consecutivos, respectivamente. Observado o disposto no art. 57 da Lei nº 8666/93. DA ASSINATURA: 27/01/2021. Dos Signatários: Pelo INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS: NEY FERRAZ JUNIOR, Presidente Interino e pela CONTRATADA: MARCUS VINICIUS TAVARES, na qualidade de Representante da Empresa.","CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","1.811,65",627-R71,627,DODF 126 07-07-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 42869/2021
Processo: 04001-0000000118/2021-21. Das Partes: INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS na qualidade de CONTRATANTE, RADIOGRAF - CLINICA DE IMAGEM S/C na qualidade de CONTRATADA. Do Objeto: CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO. Do Valor: R$ 927,84 (novecentos e vinte e sete reais e oitenta e quatro centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente - Lei Orçamentária Anual. Da Dotação Orçamentária: A despesa correrá à conta da seguinte Dotação Orçamentária: DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0270, DATADO DE: 31/08/2021, VALOR DO EMPENHO: R$ 927,84 (novecentos e vinte e sete reais e oitenta e quatro centavos). DO PRAZO EXECUÇÃO/VIGÊNCIA: 12(doze) mês(es) consecutivos e 12 (doze) mês(es) consecutivos, respectivamente. Observado o disposto no art. 57 da Lei nº 8666/93. DA ASSINATURA:09/02/2021. Dos Signatários: Pela INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS: NEY FERRAZ JUNIOR, Presidente Interino e pela CONTRATADA: THALES QUEIROZ SOUZA, na qualidade de Representante da Empresa.","CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","927,84",627-R72,627,DODF 126 07-07-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 42896/2021
Processo: 04001-0000000093/2021-65. Das Partes: INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS na qualidade de CONTRATANTE, SEG - SERVIÇO DE ENDOSCOPIA DO GAMA LTDA na qualidade de CONTRATADA. Do Objeto: CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO. Do Valor: R$ 41,557.45 (quarenta e um mil e quinhentos e cinquenta e sete reais e quarenta e cinco centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente - Lei Orçamentária Anual. Da Dotação Orçamentária: A despesa correrá à conta da seguinte Dotação Orçamentária: DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0274, DATADO DE: 31/08/2021, VALOR DO EMPENHO: R$ 41.557,45 (quarenta e um mil e quinhentos e cinquenta e sete reais e quarenta e cinco centavos) DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0259, DATADO DE: 30/08/2021, VALOR DO EMPENHO: R$ 41.557,45 (quarenta e um mil e quinhentos e cinquenta e sete reais e quarenta e cinco centavos). DO PRAZO EXECUÇÃO/VIGÊNCIA: 12(doze) mês(es) consecutivos e 12 (doze) mês(es) consecutivos, respectivamente. Observado o disposto no art. 57 da Lei nº 8666/93. DA ASSINATURA: 09/02/2021. Dos Signatários: Pelo INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS: NEY FERRAZ JUNIOR, Presidente Interino e pela CONTRATADA: CARLOS CASTILHO COUTINHO DE ALMEIDA, na qualidade de Representante da Empresa.","CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","41,557.45",627-R73,627,DODF 126 07-07-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 42904/2021
Processo: 04001-0000000108/2021-95. Das Partes: INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS na qualidade de CONTRATANTE, VIVA OFTALMOLOGIA MEDICINA ESPECIALIZADA S/S LTDA na qualidade de CONTRATADA. Do Objeto: CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO. Do Valor: R$ 5.808,53 (cinco mil e oitocentos e oito reais e cinquenta e três centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente - Lei Orçamentária Anual. Da Dotação Orçamentária: A despesa correrá à conta da seguinte Dotação Orçamentária: DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0284, DATADO DE: 02/09/2021, VALOR DO EMPENHO: R$ 5.808,53 (cinco mil e oitocentos e oito reais e cinquenta e três centavos). DO PRAZO EXECUÇÃO/VIGÊNCIA: 12(doze) mês(es) consecutivos e 12 (doze) mês(es) consecutivos, respectivamente. Observado o disposto no art. 57 da Lei nº 8666/93. DA ASSINATURA:09/02/2021. Dos Signatários: Pela INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS: NEY FERRAZ JUNIOR, Presidente Interino e pela CONTRATADA: DANIELLE COUTO DA SILVA JAMPAULO DE ANDRADE, na qualidade de Representante da Empresa.","CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","5.808,53",627-R74,627,DODF 126 07-07-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 42939/2021
Processo: 04001-0000000138/2021-00. Das Partes: INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS na qualidade de CONTRATANTE, CENTRO INTEG. DE ANATOMIA PAT. DE BRASILIA na qualidade de CONTRATADA. Do Objeto: CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO. Do Valor: R$ 1.876,84 (hum mil e oitocentos e setenta e seis reais e oitenta e quatro centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente - Lei Orçamentária Anual. Da Dotação Orçamentária: A despesa correrá à conta da seguinte Dotação Orçamentária: DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0269, DATADO DE: 31/08/2021, VALOR DO EMPENHO: R$ 1.876,84 (hum mil e oitocentos e setenta e seis reais e oitenta e quatro centavos). DO PRAZO EXECUÇÃO/VIGÊNCIA: 12(doze) mês(es) consecutivos e 12 (doze) mês(es) consecutivos, respectivamente. Observado o disposto no art. 57 da Lei nº 8666/93. DA ASSINATURA:24/02/2021. Dos Signatários: Pela INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS: NEY FERRAZ JUNIOR, Presidente Interino e pela CONTRATADA: RAISSA DE PAULA MENEZES, na qualidade de Representante da Empresa.","CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","1.876,84",627-R75,627,DODF 126 07-07-2021 INTEGRA.pdf
