texto,numero_contrato,processo_gdf,orgao_contratante,entidade_contratada,objeto_contrato,valor_contrato,unidade_orcamentaria,programa_trabalho,natureza_despesa,fonte_recurso,nota_empenho,data_assinatura_contrato,vigencia_contrato,cnpj_entidade_contratada,codigo_siggo,cnpj_orgao_contratante,nome_responsavel,valor_contrato_enriched,valor_contrato_norm,numero_contrato_norm,valor_contrato_norm_norm,objeto_contrato_norm,orgao_contratante_norm,entidade_contratada_norm,cnpj_entidade_contratada_norm,cnpj_orgao_contratante_norm,texto_norm,multi_anchor_matched,multi_anchor_score,multi_anchor_id_ato,multi_anchor_id_dodf,multi_anchor_reason,dados_incompletos
"Especie: Contrato no 716/2019 - CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a Fenix
Acessorios Polimericos Eireli - EPP. Processo no 0310-002314/2018, regido pela Lei 13.303/2016. Data de
Assinatura: 08/05/2019. Objeto: aquisicao de grampos de ancoragem. Vigencia: 8 meses. Valor: R$
72.240,00. Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA
MARIA FERNANDES DAS NEVES; e pela Contratada: PATRICIA CASARIN DE LIMA.",716/2019,0310-002314/2018,CEB Distribuicao S.A.,"Fenix
Acessorios Polimericos Eireli - EPP",aquisicao de grampos de ancoragem,"72.240,00",,,,,,08/05/2019,8 meses,,,,,"72.240,00","72.240,00",716/2019,"72.240,00",aquisicao de grampos de ancoragem,ceb distribuicao s.a.,fenix acessorios polimericos eireli - epp,nan,nan,"especie: contrato no 716/2019 - ceb distribuicao s.a. partes: ceb distribuicao s.a. e a fenix acessorios polimericos eireli - epp. processo no 0310-002314/2018, regido pela lei 13.303/2016. data de assinatura: 08/05/2019. objeto: aquisicao de grampos de ancoragem. vigencia: 8 meses. valor: r$ 72.240,00. assinaturas: pela ceb distribuicao: armando casado de araujo e graziela maria fernandes das neves; e pela contratada: patricia casarin de lima.",True,100.0,5_21.5.2019-R12,5_21.5.2019,match:numero_contrato,False
"Especie: Contrato no 702/2019 - CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a Industria
Eletromecanica Balestro Ltda. Processo no 310.000183/2018, regido pela Lei 13.303/2016. Data de
Assinatura: 07/05/2019. Objeto: aquisicao de para-raios. Vigencia: 8 meses. Valor: R$ 199.050,00.
Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA MARIA
FERNANDES DAS NEVES; e pela Contratada: MARCOS ALEX MORIGINO.",702/2019,310.000183/2018,CEB Distribuicao S.A.,"Industria
Eletromecanica Balestro Ltda",aquisicao de para-raios,"199.050,00",,,,,,07/05/2019,8 meses,,,,,"199.050,00","199.050,00",702/2019,"199.050,00",aquisicao de para-raios,ceb distribuicao s.a.,industria eletromecanica balestro ltda,nan,nan,"especie: contrato no 702/2019 - ceb distribuicao s.a. partes: ceb distribuicao s.a. e a industria eletromecanica balestro ltda. processo no 310.000183/2018, regido pela lei 13.303/2016. data de assinatura: 07/05/2019. objeto: aquisicao de para-raios. vigencia: 8 meses. valor: r$ 199.050,00. assinaturas: pela ceb distribuicao: armando casado de araujo e graziela maria fernandes das neves; e pela contratada: marcos alex morigino.",True,100.0,5_21.5.2019-R5,5_21.5.2019,match:orgao_contratante,False
"Especie: Contrato no 704/2019 - CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a KRJ
Industria e Comercio Ltda. Processo no 0310-000298/2018, regido pela Lei 13.303/20163. Data de
Assinatura: 13/05/2019. Objeto: Aquisicao de Conector Terminal Compressao. Vigencia: 8 meses. Valor:
R$ 34.494,25. Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA
MARIA FERNANDES DAS NEVES; e pela Contratada: ROBERTO KARAM JR.",704/2019,0310-000298/2018,CEB Distribuicao S.A.,"KRJ
Industria e Comercio Ltda",Aquisicao de Conector Terminal Compressao,"34.494,25",,,,,,13/05/2019,8 meses,,,,,"34.494,25","34.494,25",704/2019,"34.494,25",aquisicao de conector terminal compressao,ceb distribuicao s.a.,krj industria e comercio ltda,nan,nan,"especie: contrato no 704/2019 - ceb distribuicao s.a. partes: ceb distribuicao s.a. e a krj industria e comercio ltda. processo no 0310-000298/2018, regido pela lei 13.303/20163. data de assinatura: 13/05/2019. objeto: aquisicao de conector terminal compressao. vigencia: 8 meses. valor: r$ 34.494,25. assinaturas: pela ceb distribuicao: armando casado de araujo e graziela maria fernandes das neves; e pela contratada: roberto karam jr.",True,100.0,5_21.5.2019-R6,5_21.5.2019,match:numero_contrato,False
"Especie: Contrato no 708/2019 - CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a Sulminas
Fios & Cabos Ltda. Processo no 0310-001290/2018, regido pela Lei 13.303/2016. Data de Assinatura:
10/05/2019. Objeto: Aquisicao de Cabos de Aluminio. Vigencia: 8 meses. Valor: R$ 83.040,00.
Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA MARIA
FERNANDES DAS NEVES; e pela Contratada: ADEMIR MACHADO.",708/2019,0310-001290/2018,CEB Distribuicao S.A.,"Sulminas
Fios & Cabos Ltda",Aquisicao de Cabos de Aluminio,"83.040,00",,,,,,10/05/2019,8 meses,,,,,"83.040,00","83.040,00",708/2019,"83.040,00",aquisicao de cabos de aluminio,ceb distribuicao s.a.,sulminas fios & cabos ltda,nan,nan,"especie: contrato no 708/2019 - ceb distribuicao s.a. partes: ceb distribuicao s.a. e a sulminas fios & cabos ltda. processo no 0310-001290/2018, regido pela lei 13.303/2016. data de assinatura: 10/05/2019. objeto: aquisicao de cabos de aluminio. vigencia: 8 meses. valor: r$ 83.040,00. assinaturas: pela ceb distribuicao: armando casado de araujo e graziela maria fernandes das neves; e pela contratada: ademir machado.",True,100.0,5_21.5.2019-R7,5_21.5.2019,match:orgao_contratante,False
"Especie: Contrato no 709/2019 - CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a Sulminas
Fios & Cabos Ltda. Processo no 310.002335/2018, regido pela Lei 13.303/20163. Data de Assinatura:
10/05/2019. Objeto: Aquisicao de Emendas Polimericas. Vigencia: 8 meses. Valor: R$ 87.154,00.
Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA MARIA
FERNANDES DAS NEVES; e pela Contratada: ADEMIR MACHADO.",709/2019,310.002335/2018,CEB Distribuicao S.A.,"Sulminas
Fios & Cabos Ltda",Aquisicao de Emendas Polimericas,"87.154,00",,,,,,10/05/2019,8 meses,,,,,"87.154,00","87.154,00",709/2019,"87.154,00",aquisicao de emendas polimericas,ceb distribuicao s.a.,sulminas fios & cabos ltda,nan,nan,"especie: contrato no 709/2019 - ceb distribuicao s.a. partes: ceb distribuicao s.a. e a sulminas fios & cabos ltda. processo no 310.002335/2018, regido pela lei 13.303/20163. data de assinatura: 10/05/2019. objeto: aquisicao de emendas polimericas. vigencia: 8 meses. valor: r$ 87.154,00. assinaturas: pela ceb distribuicao: armando casado de araujo e graziela maria fernandes das neves; e pela contratada: ademir machado.",True,100.0,5_21.5.2019-R8,5_21.5.2019,match:orgao_contratante,False
"Especie: Contrato no 710/2019 - CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a Sulminas
Fios & Cabos Ltda. Processo no 0310-000168/2018, regido pela Lei 13.303/20163. Data de Assinatura:
10/05/2019. Objeto: Aquisicao de Conectores Tipo Parafuso. Vigencia: 8 meses. Valor: R$ 21.666,40.
Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA MARIA
FERNANDES DAS NEVES; e pela Contratada: ADEMIR MACHADO.",710/2019,0310-000168/2018,CEB Distribuicao S.A.,"Sulminas
Fios & Cabos Ltda",Aquisicao de Conectores Tipo Parafuso,"21.666,40",,,,,,10/05/2019,8 meses,,,,,"21.666,40","21.666,40",710/2019,"21.666,40",aquisicao de conectores tipo parafuso,ceb distribuicao s.a.,sulminas fios & cabos ltda,nan,nan,"especie: contrato no 710/2019 - ceb distribuicao s.a. partes: ceb distribuicao s.a. e a sulminas fios & cabos ltda. processo no 0310-000168/2018, regido pela lei 13.303/20163. data de assinatura: 10/05/2019. objeto: aquisicao de conectores tipo parafuso. vigencia: 8 meses. valor: r$ 21.666,40. assinaturas: pela ceb distribuicao: armando casado de araujo e graziela maria fernandes das neves; e pela contratada: ademir machado.",True,100.0,5_21.5.2019-R9,5_21.5.2019,match:numero_contrato,False
"EXTRATO DE CONTRATO Nº 05/2021
Processo: 04009-00000886/2021-69. DAS PARTES: SECRETARIA DE ESTADO DE TURISMO x MZ CONSTRUÇÃO E ADMINISTRAÇÃO DE OBRA LTDA. DO PROCEDIMENTO: O presente contrato obedece aos termos do Edital de Licitação nº 01/2021 -SETUR na modalidade Tomada de Preços (75000148), do tipo menor preço, bem como Termo de Referência (74616781), proposta de preços (76293223) e ditames da Lei nº 8.666 21.06.93 e correlatas. DO OBJETO: contratação de empresa especializada para criação e desenvolvimento de projetos de engenharia e complementares, para o seguinte espaço/equipamento turístico: Casa do artesão - Planaltina (St. Tradicional Q 53 - Planaltina, Brasília - DF); O espaço possui aproximadamente 1477 m² de área do terreno, conforme apresentado na Proposta de Revitalização da Casa do Artesão (65889796). DO VALOR: O valor total do contrato é de R$ 175.733,22 (cento e setenta e cinco mil, setecentos e trinta e três reais e vinte e dois centavos), procedente do Orçamento do Distrito Federal para o corrente exercício, nos termos da correspondente Lei Orçamentária Anual. DA DOTAÇÃO ORÇAMENTÁRIA: UG: 31.01.01, UO: 09.108; PT: 15.451.6209.1968.0058, ND: 33.90.39, Fonte: 100, Nota de Empenho nº 2021NE00476, emitida em 29/12/2021, sob o evento nº 400091, na modalidade global. DA VIGÊNCIA: O prazo de vigência contratual será de 12 (doze) meses, contados da sua assinatura, obtendo a eficácia após a publicação do seu extrato no Diário Oficial do Distrito Federal, prorrogáveis nos termos do art. 57, § 1º, da Lei Federal nº 8.666/93. DATA DE ASSINATURA: 31/12/2021. SIGNATÁRIOS: Pela Contratante: ANALICE MARIA MARÇAL DE LIMA, na qualidade de Subsecretária de Administração Geral, e pela Contratada: PAULO HENRIQUE MAZONI, na qualidade de Representante Legal.",05/2021,04009-00000886/2021-69,SECRETARIA DE ESTADO DE TURISMO,MZ CONSTRUÇÃO E ADMINISTRAÇÃO DE OBRA LTDA,"contratação de empresa especializada para criação e desenvolvimento de projetos de engenharia e complementares, para o seguinte espaço/equipamento turístico: Casa do artesão - Planaltina (St. Tradicional Q 53 - Planaltina, Brasília - DF); O espaço possui aproximadamente 1477 m² de área do terreno, conforme apresentado na Proposta de Revitalização da Casa do Artesão (65889796)","175.733,22",09.108,15.451.6209.1968.0058,33.90.39,100,2021NE00476,31/12/2021,"O prazo de vigência contratual será de 12 (doze) meses, contados da sua assinatura, obtendo a eficácia após a publicação do seu extrato no Diário Oficial do Distrito Federal, prorrogáveis nos termos do art. 57, § 1º, da Lei Federal nº 8.666/93",,,,,"175.733,22","175.733,22",05/2021,"175.733,22","contratacao de empresa especializada para criacao e desenvolvimento de projetos de engenharia e complementares, para o seguinte espaco/equipamento turistico: casa do artesao - planaltina (st. tradicional q 53 - planaltina, brasilia - df); o espaco possui aproximadamente 1477 m2 de area do terreno, conforme apresentado na proposta de revitalizacao da casa do artesao (65889796)",secretaria de estado de turismo,mz construcao e administracao de obra ltda,nan,nan,"extrato de contrato no 05/2021 processo: 04009-00000886/2021-69. das partes: secretaria de estado de turismo x mz construcao e administracao de obra ltda. do procedimento: o presente contrato obedece aos termos do edital de licitacao no 01/2021 -setur na modalidade tomada de precos (75000148), do tipo menor preco, bem como termo de referencia (74616781), proposta de precos (76293223) e ditames da lei no 8.666 21.06.93 e correlatas. do objeto: contratacao de empresa especializada para criacao e desenvolvimento de projetos de engenharia e complementares, para o seguinte espaco/equipamento turistico: casa do artesao - planaltina (st. tradicional q 53 - planaltina, brasilia - df); o espaco possui aproximadamente 1477 m2 de area do terreno, conforme apresentado na proposta de revitalizacao da casa do artesao (65889796). do valor: o valor total do contrato e de r$ 175.733,22 (cento e setenta e cinco mil, setecentos e trinta e tres reais e vinte e dois centavos), procedente do orcamento do distrito federal para o corrente exercicio, nos termos da correspondente lei orcamentaria anual. da dotacao orcamentaria: ug: 31.01.01, uo: 09.108; pt: 15.451.6209.1968.0058, nd: 33.90.39, fonte: 100, nota de empenho no 2021ne00476, emitida em 29/12/2021, sob o evento no 400091, na modalidade global. da vigencia: o prazo de vigencia contratual sera de 12 (doze) meses, contados da sua assinatura, obtendo a eficacia apos a publicacao do seu extrato no diario oficial do distrito federal, prorrogaveis nos termos do art. 57, § 1o, da lei federal no 8.666/93. data de assinatura: 31/12/2021. signatarios: pela contratante: analice maria marcal de lima, na qualidade de subsecretaria de administracao geral, e pela contratada: paulo henrique mazoni, na qualidade de representante legal.",True,92.98729983434566,634-R185,634,match:numero_contrato,False
"EXTRATO DE CONTRATO Nº 05/2021
Processo: 04009-00000886/2021-69. DAS PARTES: SECRETARIA DE ESTADO DE TURISMO x MZ CONSTRUÇÃO E ADMINISTRAÇÃO DE OBRA LTDA. DO PROCEDIMENTO: O presente contrato obedece aos termos do Edital de Licitação nº 01/2021 -SETUR na modalidade Tomada de Preços (75000148), do tipo menor preço, bem como Termo de Referência (74616781), proposta de preços (76293223) e ditames da Lei nº 8.666 21.06.93 e correlatas. DO OBJETO: contratação de empresa especializada para criação e desenvolvimento de projetos de engenharia e complementares, para o seguinte espaço/equipamento turístico: Casa do artesão - Planaltina (St. Tradicional Q 53 - Planaltina, Brasília - DF); O espaço possui aproximadamente 1477 m² de área do terreno, conforme apresentado na Proposta de Revitalização da Casa do Artesão (65889796). DO VALOR: O valor total do contrato é de R$ 175.733,22 (cento e setenta e cinco mil, setecentos e trinta e três reais e vinte e dois centavos), procedente do Orçamento do Distrito Federal para o corrente exercício, nos termos da correspondente Lei Orçamentária Anual. DA DOTAÇÃO ORÇAMENTÁRIA: UG: 31.01.01, UO: 09.108; PT: 15.451.6209.1968.0058, ND: 33.90.39, Fonte: 100, Nota de Empenho nº 2021NE00476, emitida em 29/12/2021, sob o evento nº 400091, na modalidade global. DA VIGÊNCIA: O prazo de vigência contratual será de 12 (doze) meses, contados da sua assinatura, obtendo a eficácia após a publicação do seu extrato no Diário Oficial do Distrito Federal, prorrogáveis nos termos do art. 57, § 1º, da Lei Federal nº 8.666/93. DATA DE ASSINATURA: 31/12/2021. SIGNATÁRIOS: Pela Contratante: ANALICE MARIA MARÇAL DE LIMA, na qualidade de Subsecretária de Administração Geral, e pela Contratada: PAULO HENRIQUE MAZONI, na qualidade de Representante Legal.",05/2021,04009-00000886/2021-69,SECRETARIA DE ESTADO DE TURISMO,MZ CONSTRUÇÃO E ADMINISTRAÇÃO DE OBRA LTDA,"contratação de empresa especializada para criação e desenvolvimento de projetos de engenharia e complementares, para o seguinte espaço/equipamento turístico: Casa do artesão - Planaltina (St. Tradicional Q 53 - Planaltina, Brasília - DF); O espaço possui aproximadamente 1477 m² de área do terreno, conforme apresentado na Proposta de Revitalização da Casa do Artesão (65889796)","175.733,22",09.108,15.451.6209.1968.0058,33.90.39,100,2021NE00476,31/12/2021,"O prazo de vigência contratual será de 12 (doze) meses, contados da sua assinatura, obtendo a eficácia após a publicação do seu extrato no Diário Oficial do Distrito Federal, prorrogáveis nos termos do art. 57, § 1º, da Lei Federal nº 8.666/93",,,,,"175.733,22","175.733,22",05/2021,"175.733,22","contratacao de empresa especializada para criacao e desenvolvimento de projetos de engenharia e complementares, para o seguinte espaco/equipamento turistico: casa do artesao - planaltina (st. tradicional q 53 - planaltina, brasilia - df); o espaco possui aproximadamente 1477 m2 de area do terreno, conforme apresentado na proposta de revitalizacao da casa do artesao (65889796)",secretaria de estado de turismo,mz construcao e administracao de obra ltda,nan,nan,"extrato de contrato no 05/2021 processo: 04009-00000886/2021-69. das partes: secretaria de estado de turismo x mz construcao e administracao de obra ltda. do procedimento: o presente contrato obedece aos termos do edital de licitacao no 01/2021 -setur na modalidade tomada de precos (75000148), do tipo menor preco, bem como termo de referencia (74616781), proposta de precos (76293223) e ditames da lei no 8.666 21.06.93 e correlatas. do objeto: contratacao de empresa especializada para criacao e desenvolvimento de projetos de engenharia e complementares, para o seguinte espaco/equipamento turistico: casa do artesao - planaltina (st. tradicional q 53 - planaltina, brasilia - df); o espaco possui aproximadamente 1477 m2 de area do terreno, conforme apresentado na proposta de revitalizacao da casa do artesao (65889796). do valor: o valor total do contrato e de r$ 175.733,22 (cento e setenta e cinco mil, setecentos e trinta e tres reais e vinte e dois centavos), procedente do orcamento do distrito federal para o corrente exercicio, nos termos da correspondente lei orcamentaria anual. da dotacao orcamentaria: ug: 31.01.01, uo: 09.108; pt: 15.451.6209.1968.0058, nd: 33.90.39, fonte: 100, nota de empenho no 2021ne00476, emitida em 29/12/2021, sob o evento no 400091, na modalidade global. da vigencia: o prazo de vigencia contratual sera de 12 (doze) meses, contados da sua assinatura, obtendo a eficacia apos a publicacao do seu extrato no diario oficial do distrito federal, prorrogaveis nos termos do art. 57, § 1o, da lei federal no 8.666/93. data de assinatura: 31/12/2021. signatarios: pela contratante: analice maria marcal de lima, na qualidade de subsecretaria de administracao geral, e pela contratada: paulo henrique mazoni, na qualidade de representante legal.",True,92.98729983434566,634-R185,634,match:numero_contrato,False
"EXTRATO DE CONTRATO Nº 45384/2021
Processo: 00367-00000405/2021-31. Contrato: nº 45384/2021 - RA-FERC decorrente da Carta-Convite nº 03/2021. Firmado entre o Distrito Federal, por intermédio da Administração Regional da Fercal e a empresa BALTAZAR MOURA ARQUITETURA E ENGENHARIA EIRELI, doravante denominada Contratada, CNPJ nº 21.705.564/0001-08, em 13/12/2021. Objeto: contratação de empresa especializada para construção de Quadra Poliesportiva na Comunidade do Lobeiral próximo a DF 326 - Fercal /DF, conforme especificações técnicas apresentadas no processo 00367-00000405/2021-31. Valor total do contrato: R$ 244.627,29 (duzentos e quarenta e quatro mil seiscentos e vinte e sete reais e vinte e nove centavos). Unidade Gestora 190133, gestão 00001, unidade orçamentária 09135, programa de trabalho 15.451.6209.1110.9935, fonte de recurso 100000000; natureza da despesa 44.90.51. Vigência de 180 dias, contados de sua assinatura, com eficácia a partir da data da publicação do seu extrato no DODF. Legislação: Lei nº 8.666/93 e suas alterações. Partes: Pela Contratante: FERNANDO GUSTAVO LIMA DA SILVA na qualidade de Administrador Regional; e pela Contratada: BALTAZAR FEITOSA DE MOURA na qualidade de Sócio Administrador.",45384/2021,00367-00000405/2021-31,RA-FERC,BALTAZAR MOURA ARQUITETURA E ENGENHARIA EIRELI,"contratação de empresa especializada para construção de Quadra Poliesportiva na Comunidade do Lobeiral próximo a DF 326 - Fercal /DF, conforme especificações técnicas apresentadas no processo 00367-00000405/2021-31","244.627,29",09135,15.451.6209.1110.9935,44.90.51,100000000,,13/12/2021,"Vigência de 180 dias, contados de sua assinatura, com eficácia a partir da data da publicação do seu extrato no DODF",21.705.564/0001-08,,,,"244.627,29","244.627,29",45384/2021,"244.627,29","contratacao de empresa especializada para construcao de quadra poliesportiva na comunidade do lobeiral proximo a df 326 - fercal /df, conforme especificacoes tecnicas apresentadas no processo 00367-00000405/2021-31",ra-ferc,baltazar moura arquitetura e engenharia eireli,21.705.564/0001-08,nan,"extrato de contrato no 45384/2021 processo: 00367-00000405/2021-31. contrato: no 45384/2021 - ra-ferc decorrente da carta-convite no 03/2021. firmado entre o distrito federal, por intermedio da administracao regional da fercal e a empresa baltazar moura arquitetura e engenharia eireli, doravante denominada contratada, cnpj no 21.705.564/0001-08, em 13/12/2021. objeto: contratacao de empresa especializada para construcao de quadra poliesportiva na comunidade do lobeiral proximo a df 326 - fercal /df, conforme especificacoes tecnicas apresentadas no processo 00367-00000405/2021-31. valor total do contrato: r$ 244.627,29 (duzentos e quarenta e quatro mil seiscentos e vinte e sete reais e vinte e nove centavos). unidade gestora 190133, gestao 00001, unidade orcamentaria 09135, programa de trabalho 15.451.6209.1110.9935, fonte de recurso 100000000; natureza da despesa 44.90.51. vigencia de 180 dias, contados de sua assinatura, com eficacia a partir da data da publicacao do seu extrato no dodf. legislacao: lei no 8.666/93 e suas alteracoes. partes: pela contratante: fernando gustavo lima da silva na qualidade de administrador regional; e pela contratada: baltazar feitosa de moura na qualidade de socio administrador.",True,94.69026548672566,634-R91,634,match:numero_contrato,False
"EXTRATO DE CONTRATO Nº 45400/2021
Processo: 00367-00000435/2021-47. Contrato: nº 45400/2021 - RA-FERC decorrente da Dispensa de Licitação (doc SEI 75903963). Firmado entre o Distrito Federal, por intermédio da Administração Regional da Fercal e a empresa FÊNIX INCORPORAÇÃO E SERVIÇOS LTDA, doravante denominada Contratada, CNPJ nº 27.548.454/0001-58, em 13/12/2021. Objeto: reforma dos banheiros na edificação da feira da Fercal/DF, conforme especificações técnicas apresentadas no processo 00367-00000435/2021-47. Valor total do contrato: R$ 96.843,20 (noventa e seis mil oitocentos e quarenta e três reais e vinte centavos). Unidade Gestora 190133, gestão 00001, unidade orçamentária 09135, programa de trabalho 15.451.6209.1110.9935, fonte de recurso 100000000; natureza da despesa 44.90.51. Vigência de 180 dias, contados de sua assinatura, com eficácia a partir da data da publicação do seu extrato no DODF. Legislação: Lei nº 8.666/93 e suas alterações. Partes: Pela Contratante: FERNANDO GUSTAVO LIMA DA SILVA na qualidade de Administrador Regional; e pela Contratada: ATER SOUSA RIOS JÚNIOR na qualidade de Sócio Administrador.",45400/2021,00367-00000435/2021-47,Administração Regional da Fercal,FÊNIX INCORPORAÇÃO E SERVIÇOS LTDA,"reforma dos banheiros na edificação da feira da Fercal/DF, conforme especificações técnicas apresentadas no processo 00367-00000435/2021-47","96.843,20",09135,15.451.6209.1110.9935,44.90.51,100000000,,13/12/2021,"Vigência de 180 dias, contados de sua assinatura, com eficácia a partir da data da publicação do seu extrato no DODF",27.548.454/0001-58,,,,"96.843,20","96.843,20",45400/2021,"96.843,20","reforma dos banheiros na edificacao da feira da fercal/df, conforme especificacoes tecnicas apresentadas no processo 00367-00000435/2021-47",administracao regional da fercal,fenix incorporacao e servicos ltda,27.548.454/0001-58,nan,"extrato de contrato no 45400/2021 processo: 00367-00000435/2021-47. contrato: no 45400/2021 - ra-ferc decorrente da dispensa de licitacao (doc sei 75903963). firmado entre o distrito federal, por intermedio da administracao regional da fercal e a empresa fenix incorporacao e servicos ltda, doravante denominada contratada, cnpj no 27.548.454/0001-58, em 13/12/2021. objeto: reforma dos banheiros na edificacao da feira da fercal/df, conforme especificacoes tecnicas apresentadas no processo 00367-00000435/2021-47. valor total do contrato: r$ 96.843,20 (noventa e seis mil oitocentos e quarenta e tres reais e vinte centavos). unidade gestora 190133, gestao 00001, unidade orcamentaria 09135, programa de trabalho 15.451.6209.1110.9935, fonte de recurso 100000000; natureza da despesa 44.90.51. vigencia de 180 dias, contados de sua assinatura, com eficacia a partir da data da publicacao do seu extrato no dodf. legislacao: lei no 8.666/93 e suas alteracoes. partes: pela contratante: fernando gustavo lima da silva na qualidade de administrador regional; e pela contratada: ater sousa rios junior na qualidade de socio administrador.",True,94.09722222222221,634-R92,634,match:numero_contrato,False
"EXTRATO DE CONTRATO Nº 45384/2021
Processo: 00367-00000405/2021-31. Contrato: nº 45384/2021 - RA-FERC decorrente da Carta-Convite nº 03/2021. Firmado entre o Distrito Federal, por intermédio da Administração Regional da Fercal e a empresa BALTAZAR MOURA ARQUITETURA E ENGENHARIA EIRELI, doravante denominada Contratada, CNPJ nº 21.705.564/0001-08, em 13/12/2021. Objeto: contratação de empresa especializada para construção de Quadra Poliesportiva na Comunidade do Lobeiral próximo a DF 326 - Fercal /DF, conforme especificações técnicas apresentadas no processo 00367-00000405/2021-31. Valor total do contrato: R$ 244.627,29 (duzentos e quarenta e quatro mil seiscentos e vinte e sete reais e vinte e nove centavos). Unidade Gestora 190133, gestão 00001, unidade orçamentária 09135, programa de trabalho 15.451.6209.1110.9935, fonte de recurso 100000000; natureza da despesa 44.90.51. Vigência de 180 dias, contados de sua assinatura, com eficácia a partir da data da publicação do seu extrato no DODF. Legislação: Lei nº 8.666/93 e suas alterações. Partes: Pela Contratante: FERNANDO GUSTAVO LIMA DA SILVA na qualidade de Administrador Regional; e pela Contratada: BALTAZAR FEITOSA DE MOURA na qualidade de Sócio Administrador.",45384/2021,00367-00000405/2021-31,Administração Regional da Fercal,BALTAZAR MOURA ARQUITETURA E ENGENHARIA EIRELI,"contratação de empresa especializada para construção de Quadra Poliesportiva na Comunidade do Lobeiral próximo a DF 326 - Fercal /DF, conforme especificações técnicas apresentadas no processo 00367-00000405/2021-31","244.627,29",09135,15.451.6209.1110.9935,44.90.51,100000000,,13/12/2021,"Vigência de 180 dias, contados de sua assinatura, com eficácia a partir da data da publicação do seu extrato no DODF",21.705.564/0001-08,,,,"244.627,29","244.627,29",45384/2021,"244.627,29","contratacao de empresa especializada para construcao de quadra poliesportiva na comunidade do lobeiral proximo a df 326 - fercal /df, conforme especificacoes tecnicas apresentadas no processo 00367-00000405/2021-31",administracao regional da fercal,baltazar moura arquitetura e engenharia eireli,21.705.564/0001-08,nan,"extrato de contrato no 45384/2021 processo: 00367-00000405/2021-31. contrato: no 45384/2021 - ra-ferc decorrente da carta-convite no 03/2021. firmado entre o distrito federal, por intermedio da administracao regional da fercal e a empresa baltazar moura arquitetura e engenharia eireli, doravante denominada contratada, cnpj no 21.705.564/0001-08, em 13/12/2021. objeto: contratacao de empresa especializada para construcao de quadra poliesportiva na comunidade do lobeiral proximo a df 326 - fercal /df, conforme especificacoes tecnicas apresentadas no processo 00367-00000405/2021-31. valor total do contrato: r$ 244.627,29 (duzentos e quarenta e quatro mil seiscentos e vinte e sete reais e vinte e nove centavos). unidade gestora 190133, gestao 00001, unidade orcamentaria 09135, programa de trabalho 15.451.6209.1110.9935, fonte de recurso 100000000; natureza da despesa 44.90.51. vigencia de 180 dias, contados de sua assinatura, com eficacia a partir da data da publicacao do seu extrato no dodf. legislacao: lei no 8.666/93 e suas alteracoes. partes: pela contratante: fernando gustavo lima da silva na qualidade de administrador regional; e pela contratada: baltazar feitosa de moura na qualidade de socio administrador.",True,94.69026548672566,634-R91,634,match:numero_contrato,False
