id,validado,similarity_score,encontrado_em_pdf,valor,source_text_resumido
o_contrato_tem_por_objeto_aquisição_de_aparelhos_de_ar_condi_00_v2,True,100,DODF 233 15-12-2021 INTEGRA.pdf,"R$ 156.773,00","EXTRATO DO CONTRATO Nº 45338/2021
Processo: 00431-00023006/2021-72. DAS PARTES: SECRETARIA DE ESTADO..."
aquisição_de_urnas_mortuárias_consoante_especifica_o_edital__00_v2,True,100,DODF 233 15-12-2021 INTEGRA.pdf,"R$ 86.400,00","EXTRATO DO CONTRATO Nº 45341/2021
Processo:00431-00013902/2021-23. DAS PARTES: SECRETARIA DE ESTADO ..."
o_fornecimento_e_instalação_de_divisórias_e_revestimentos_em_00_v2,True,100,DODF 236 20-12-2021 INTEGRA.pdf,"R$ 170.210,00","EXTRATO DE CONTRATO BRB Nº 286/2021
Contratada: NOVA FORMA INTERIORES LTDA. Modalidade: Pregão Eletr..."
o_contrato_tem_por_objeto_a_aquisição_de_quantidade_de_25_vi_00_v2,True,100,DODF 236 20-12-2021 INTEGRA.pdf,"R$ 37.000,00","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS PELO DISTRITO FEDERAL Nº 45/2021
Processo: 00070-00004017..."
o_contrato_tem_por_objeto_aquisição_de_insumos_para_dar_cont_00_v2,True,100,DODF 236 20-12-2021 INTEGRA.pdf,"R$ 2.278,17","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS Nº 71/2021 - SIGGO Nº 45062
Processo: 00400-00007725/2021..."
aquisição_de_2_500_duas_mil_e_quinhentas_armas_de_fogo_peque_00_v2,True,100,DODF 236 20-12-2021 INTEGRA.pdf,"R$ 6.000.000,00","EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS Nº 26/2021, NOS TERMOS DO PADRÃO Nº 07/2002, APROVADO PELO ..."
o_contrato_tem_por_objeto_aquisição_de_insumos_para_dar_cont_00_v2,True,100,DODF 236 20-12-2021 INTEGRA.pdf,"R$ 1.439,55","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS Nº 70/2021 - SIGGO Nº 45061
Processo: 00400-00007725/2021..."
prestação_de_serviços_de_vigilância_e_segurança_armada_do_pa_00_v2,True,100,DODF 126 07-07-2021 INTEGRA.pdf,"R$ 459.460,89","EXTRATO DO CONTRATO BRB Nº 154/2021 (*)
Contratada: ANGEL S SEGURANÇA E VIGILÂNCIA EIRELI. Modalidad..."
prestação_de_serviços_de_vigilância_e_segurança_armada_do_pa_00_v2,True,100,DODF 126 07-07-2021 INTEGRA.pdf,"R$ 527.499,95","EXTRATO DO CONTRATO BRB Nº 155/2021 (*)
Contratada: BROMO SEGURANCA E VIGILANCIA ARMADA EIRELI. Moda..."
prestação_de_serviços_de_vigilância_e_segurança_armada_do_pa_00_v2,True,100,DODF 126 07-07-2021 INTEGRA.pdf,"R$ 315.000,00","EXTRATO DO CONTRATO BRB Nº 156/2021 (*)
Contratante: BRB   BANCO DE BRASÍLIA S.A. Contratada: AÇOFOR..."
tem_por_objeto_execução_de_obra_00_v2,True,100,DODF 235 17-12-2021 INTEGRA.pdf,"R$ 698.496,55","EXTRATO DO CONTRATO Nº 16/2021, NOS TERMOS DO PADRÃO Nº 05/2002
Processo: 00133-00001648/2021-01. Da..."
fornecimento_instalação_manutenção_montagem_e_desmontagem_de_00_v2,True,100,DODF 235 17-12-2021 INTEGRA.pdf,"R$ 40.000,00","EXTRATO DO CONTRATO BRB Nº 259/2021
Contratada: ARTSTICKER COMUNICAÇÃO VISUAL EIRELI. Modalidade: Pr..."
aquisição_de_equipamentos_de_áudio_e_vídeo_para_o_centro_int_00_v2,True,100,DODF 019 27-01-2022 INTEGRA.pdf,"R$ 221,00","EXTRATO DO CONTRATO Nº 83/2021-SEJUS - SIGGO Nº 45312
Processo: 00400-00013706/2021-99. PARTES: O Di..."
contratação_por_60_sessenta_meses_de_solução_de_inteligência_00_v2,True,100,DODF 019 27-01-2022 INTEGRA.pdf,"R$ 4.959.606,03","EXTRATO DO CONTRATO BRB Nº 278/2021
Contratada: 4BEARS INFORMÁTICA LTDA. Modalidade: Pregão Eletrôni..."
cessão_do_direito_de_uso_do_licenciamento_do_sistema_econsig_00_v2,True,100,DODF 143 30-07-2021 INTEGRA.pdf,"R$ 54.266,00","EXTRATO DO CONTRATO BRB Nº 125/2021
Cedente: ZETRASOFT LTDA. Modalidade: Inexigibilidade de licitaçã..."
locação_de_imóvel_para_funcionamento_da_agência_do_brb_00_v2,True,100,DODF 143 30-07-2021 INTEGRA.pdf,"R$ 200.400,00","EXTRATO DO CONTRATO BRB Nº 164/2021
Contratada: MFMC IMOVEIS E PARTICIPAÇÕES LTADA. Modalidade: Disp..."
o_presente_contrato_tem_por_objeto_a_aquisição_de_10_000_dez_00_v2,True,100,DODF 143 30-07-2021 INTEGRA.pdf,"R$ 273.172,17","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS PELO DISTRITO FEDERAL Nº 33/2021
Processo: 00070-00003276..."
o_contrato_tem_por_objeto_a_aquisição_de_1_000_mil_unidades__00_v2,True,100,DODF 143 30-07-2021 INTEGRA.pdf,"R$ 69.580,00","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS Nº 34/2021
Processo: 00070-00003279/2021-65. Partes: SEAG..."
aquisição_de_licenças_de_softwares_básicos_de_infraestrutura_00_v2,True,100,DODF 226 06-12-2021 INTEGRA.pdf,"R$ 2.359.000,00","EXTRATO DO CONTRATO BRB Nº 244/2021
Contratada: AMM TECNOLOGIA E SERVIÇOS DE INFORMATICA LTDA. Modal..."
prestação_de_serviços_de_assessoria_técnica_e_administrativa_00_v2,True,100,DODF 226 06-12-2021 INTEGRA.pdf,"R$ 3.079.999,92","EXTRATO DO CONTRATO BRB Nº 261/2021
Contratada: BAGGIO ARQUITETURA CONSULTORIA SS LTDA. Modalidade: ..."
a_aquisição_de_gêneros_alimentícios_não_perecíveis_feijão_ca_00_v2,True,100,DODF 011 17-01-2022 INTEGRA.pdf,"R$ 2.185.189,65","EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS Nº 15/2022
Processo: 00080-00246856/2021-74 - Partes: SEEDF..."
o_presente_contrato_tem_por_objeto_a_aquisição_de_material_d_00_v2,True,100,DODF 173 14-09-2021 INTEGRA.pdf,"R$ 3.197,78","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS Nº 18/2021
Processo: 00094-00001986/2021-30. PARTES: SERV..."
aquisição_de_01_um_sistema_de_cftv_de_monitoramento_com_10_c_00_v2,True,100,DODF 184 29-09-2021 INTEGRA.pdf,"R$ 8.000,00","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS PELO DISTRITO FEDERAL Nº 29/2021-SEJUS - SIGGO Nº 044612
..."
aquisição_de_mobiliário_novos_e_em_primeiro_uso_persiana_ite_00_v2,True,100,DODF 184 29-09-2021 INTEGRA.pdf,"R$ 8.000,00","EXTRATO DO CONTRATO Nº 44225/2021
Processo: 00040-00028037/2021-96. A SECRETARIA DE ESTADO DE ECONOM..."
contratação_de_empresa_especializada_em_prestação_de_serviço_00_v2,True,100,DODF 184 29-09-2021 INTEGRA.pdf,"R$ 88.003,36","EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 13/2021
Processo: 00193-00000138/2021-95. Partes: FU..."
contratação_de_empresa_especializada_para_construção_de_quad_00_v2,True,100,DODF 232 14-12-2021 INTEGRA.pdf,"R$ 244.627,29","EXTRATO DE CONTRATO Nº 45384/2021
Processo: 00367-00000405/2021-31. Contrato: nº 45384/2021 - RA-FER..."
contratação_de_empresa_para_o_fornecimento_contínuo_sob_dema_00_v2,True,100,DODF 232 14-12-2021 INTEGRA.pdf,"R$ 8.337.298,70","EXTRATO DO CONTRATO Nº 61/2021
AQUISIÇÃO DE BENS

Processo: 00053-00073141/2021-13. Partes: CBMDF X ..."
reforma_dos_banheiros_na_edificação_da_feira_da_fercal_df_co_00_v2,True,100,DODF 232 14-12-2021 INTEGRA.pdf,"R$ 96.843,20","EXTRATO DE CONTRATO Nº 45400/2021
Processo: 00367-00000435/2021-47. Contrato: nº 45400/2021 - RA-FER..."
aquisição_de_62_sessenta_e_dois_pneus_radiais_315_80_r22_5_i_00_v2,True,100,DODF 232 14-12-2021 INTEGRA.pdf,"R$ 179.738,00","EXTRATO DO CONTRATO Nº 54/2021
AQUISIÇÃO DE BENS

Processo: 00053-00151034/2021-33. Partes: CBMDF X ..."
aquisição_de_emulsão_asfáltica_tipo_ruptura_média_rm1c_00_v2,True,100,DODF 181 24-09-2021 INTEGRA.pdf,"R$ 1.221.750,00","EXTRATO DO TERMO DO CONTRATO Nº 41/2021
PROCESSO: 00113-00009322/2021-99; CONTRATANTE: o DISTRITO FE..."
prestação_de_serviços_de_adaptação_de_espaços_para_implantaç_00_v2,True,100,DODF 181 24-09-2021 INTEGRA.pdf,"R$ 200.000,00","EXTRATO DO CONTRATO BRB Nº 218/2021
Contratada: CMP CONSTRUTORA MARCELINO PORTO LTDA. Modalidade: Pr..."
o_presente_contrato_tem_por_objeto_a_aquisição_por_dispensa__00_v2,True,100,DODF 181 24-09-2021 INTEGRA.pdf,"R$ 838.250,25","EXTRATO DO CONTRATO Nº 44555/2021
Processo:00431-00017585/2021-14. Das Partes: SECRETARIA DE ESTADO ..."
o_presente_contrato_tem_por_objeto_a_aquisição_por_dispensa__00_v2,True,100,DODF 181 24-09-2021 INTEGRA.pdf,"R$ 842.997,75","EXTRATO DO CONTRATO Nº 44557/2021
Processo:00431-00017588/2021-58. Das Partes: SECRETARIA DE ESTADO ..."
o_presente_contrato_tem_por_objeto_a_aquisição_por_dispensa__00_v2,True,100,DODF 181 24-09-2021 INTEGRA.pdf,"R$ 731.020,05","EXTRATO DO CONTRATO Nº 44558/2021
Processo:00431-00017590/2021-27. Das Partes: SECRETARIA DE ESTADO ..."
o_presente_contrato_tem_por_objeto_a_aquisição_por_dispensa__00_v2,True,100,DODF 181 24-09-2021 INTEGRA.pdf,"R$ 711.998,40","EXTRATO DO CONTRATO Nº 44559/2021
Processo:00431-00017591/2021-71. Das Partes: SECRETARIA DE ESTADO ..."
o_presente_contrato_tem_por_objeto_a_aquisição_por_dispensa__00_v2,True,100,DODF 181 24-09-2021 INTEGRA.pdf,"R$ 837.459,00","EXTRATO DO CONTRATO Nº 44560/2021
Processo:00431-00017593/2021-61. Das Partes: SECRETARIA DE ESTADO ..."
o_contrato_tem_por_objeto_a_operacionalização_do_pagamento_d_00_v2,True,100,DODF 181 24-09-2021 INTEGRA.pdf,"R$ 8.764.648,64","EXTRATO DO CONTRATO Nº 44621/2021
Processo:00431-00014392/2021-10. Das Partes: SECRETARIA DE ESTADO ..."
o_presente_contrato_tem_por_objeto_a_aquisição_por_dispensa__00_v2,True,100,DODF 181 24-09-2021 INTEGRA.pdf,"R$ 854.550,00","EXTRATO DO CONTRATO Nº 44556/2021
Processo:00431-00017586/2021-69. Das Partes: SECRETARIA DE ESTADO ..."
aquisição_de_equipamentos_materiais_de_consumo_de_informátic_00_v2,True,100,DODF 191 08-10-2021 INTEGRA.pdf,"R$ 60.900,04","EXTRATO DO CONTRATO Nº 18/2021
Processo: 00401-00004054/2020-92. Partes: DEFENSORIA PÚBLICA DO DISTR..."
prestação_de_serviços_técnicos_especializados_para_contagem__00_v2,True,100,DODF 191 08-10-2021 INTEGRA.pdf,"R$ 15.780,00","EXTRATO DO CONTRATO Nº 19/2021
Processo: 00401-00004212/2021-95. Partes: DEFENSORIA PÚBLICA DO DISTR..."
a_contratação_de_empresa_especializada_no_fornecimento_de_so_00_v2,True,100,DODF 053 18-03-2022 INTEGRA.pdf,"R$ 9.800.196,00","EXTRATO DO CONTRATO Nº 45830/2022
Processo: 00040-00046573/2021-73. A SECRETARIA DE ESTADO DE ECONOM..."
prestação_de_serviços_gráficos_sob_demanda_para_a_emissão_de_00_v2,True,100,DODF 053 18-03-2022 INTEGRA.pdf,"R$ 32.500,00","EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 03/2022
Partes: DETRAN-DF e a WANJOUR COMÉRCIO DE ME..."
locação_de_imóvel_situado_na_qs_406_conjunto_e_lote_3_loja_4_00_v2,True,100,DODF 053 18-03-2022 INTEGRA.pdf,"R$ 142.137,28","EXTRATO DO CONTRATO DE LOCAÇÃO DE IMÓVEL Nº 09/2022
Processo: 04011-00002520/2021-11. Partes: O DIST..."
a_aquisição_de_equipamentos_de_tecnologia_da_informação_e_co_00_v2,True,100,DODF 191 08-10-2021 INTEGRA.pdf,"R$ 287.000,00","EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS Nº 42/2021, NOS TERMOS DO PADRÃO Nº 07/2002, APROVADO PELO ..."
contratação_de_9_504_ust_s_para_dar_continuidade_ao_desenvol_00_v2,True,100,DODF 053 18-03-2022 INTEGRA.pdf,"R$ 570.240,00","EXTRATO DO CONTRATO Nº 03/2022
Processo: 00392-00007703/2021-81   Contratante: Companhia de Desenvol..."
prestação_de_serviços_de_consultoria_e_assessoria_jurídica_00_v2,True,100,DODF 102 01-06-2021 INTEGRA.pdf,"R$ 49.020,00",EXTRATO DE CONTRATO Espécie: Prestação de Serviços - Contrato 002/2021-DAF- Processo CEBGAS 116.000....
aquisição_de_licenças_anuais_do_software_zoom_do_tipo_zoom_b_00_v2,True,100,DODF 125 06-07-2021 INTEGRA.pdf,"R$ 52.767,00","EXTRATO DE CONTRATO Processo: 00001-00013872/2020-61. CONTRATO-PG Nº 29/2021-NPLC, decorrente de Pre..."
aquisição_de_divisórias_novas_e_em_primeiro_uso_com_a_instal_00_v2,True,100,DODF 055 22-03-2022 INTEGRA.pdf,"R$ 390.000,00","EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS Nº 05/2022
Processo: 04011-00002520/2021-11. Partes: O DIST..."
doação_de_resíduos_de_cadeiras_mesas_e_armários_em_madeira_00_v2,True,100,DODF 125 06-07-2021 INTEGRA.pdf,"R$ 1.522,29",EXTRATO DE CONTRATO CONTRATO Nº 9353. ASSINATURA: 01/07/2021. Processo 00092-00033837/2020-30. DISPE...
concessão_de_uso_de_área_destinada_à_exploração_comercial_de_00_v2,True,100,DODF 102 01-06-2021 INTEGRA.pdf,"R$ 162.192,00",EXTRATO DE CONTRATO CONTRATO Nº 9331. ASSINATURA: 28/05/2021. Processo 00092-00043586/2020-76 . PE n...
extensão_de_rede_de_alta_tensão_trifásica_para_a_estação_ele_00_v2,True,100,DODF 125 06-07-2021 INTEGRA.pdf,"R$ 24.518,45",EXTRATO DE CONTRATO CONTRATO Nº 35/2020. ASSINATURA: 31/05/2021. Processo 00092-00000706/201916. OBJ...
extensão_da_compacta_de_alta_tensão_para_a_estação_elevatóri_00_v2,True,100,DODF 125 06-07-2021 INTEGRA.pdf,"R$ 16.524,40",EXTRATO DE CONTRATO CONTRATO Nº 45/2020 ASSINATURA: 31/05/2021. Processo 00092-00000928/201921. OBJE...
aquisição_de_polieletrólito_catiônico_em_pó_item_3_do_edital_00_v2,True,100,DODF 110 15-06-2021 INTEGRA.pdf,"R$ 1.510.320,00",EXTRATO DE CONTRATO CONTRATO Nº 9335. ASSINATURA: 11/06/2021. Processo: 0009200020263202121. PE nº 6...
prestação_de_ser_viços_de_manutenção_preventiva_e_corretiva__00_v2,True,100,DODF 113 18-06-2021 INTEGRA.pdf,"R$ 94.077,60",EXTRATO DO CONTRATO BRB Nº 139/2021 Contratante: BRB BANCO DE BRASÍLIA S/A. Contratada: REALMARK SER...
serviços_de_arrecadação_bancária_de_contas_faturas_de_água_e_00_v2,True,100,DODF 110 15-06-2021 INTEGRA.pdf,"R$ 663.075,75",EXTRATO DE CONTRATO CONTRATO Nº 9334. ASSINATURA: 11/06/2021. Processo: 0009200012467202107. Inexigi...
contratação_da_prestação_de_serviços_de_reparo_com_o_forneci_00_v2,True,100,DODF 107 10-06-2021 INTEGRA.pdf,"R$ 6.600,00",EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 07/2021 Processo: 04008-00000300/2021-94. PARTES: SE...
execução_de_serviço_de_nova_impermeabilização_com_manta_asfá_00_v2,True,100,DODF 123 02-07-2021 INTEGRA.pdf,"R$ 213.192,26","EXTRATO DE CONTRATO Processo: 00001-00008106/2021-66. CONTRATO-PG Nº 28/2021-NPLC, decorrente de Pre..."
contratação_de_empresa_especializada_para_a_aquisição_de_amo_00_v2,True,100,DODF 123 02-07-2021 INTEGRA.pdf,"R$ 40.050,00",EXTRATO DE CONTRATO Processo: 00097-00004335/2020-36. Contratante: METRO-DF. Contratada: FASTRAIL EQ...
prestação_de_serviços_de_mão_de_obra_para_instalação_de_guia_00_v2,True,100,DODF 126 07-07-2021 INTEGRA.pdf,"R$ 41.718,20",EXTRATO DE CONTRATO Processo: 00367-00000280/2021-49. Contrato nº 043912/2021 - RA-FERC decorrente d...
prestação_de_serviços_de_manutenção_de_extintores_00_v2,True,100,DODF 113 18-06-2021 INTEGRA.pdf,"R$ 32.160,80",EXTRATO DO CONTRATO Nº 043609/2021 Processo: 00090-00032956/2020-05. DAS PARTES: SEMOB x P B SISTEMA...
contratação_de_serviços_planejados_de_auditoria_interna_a_se_00_v2,True,100,DODF 113 18-06-2021 INTEGRA.pdf,"R$ 450.000,00",EXTRATO DE CONTRATO CONTRATO Nº 24/2021 - CJU/CEB-H Espécie: Contrato nº 24/2021 - CJU/CEB-H. Partes...
prestação_de_serviços_de_reparação_inicial_manutenção_preven_00_v2,True,100,DODF 113 18-06-2021 INTEGRA.pdf,"R$ 246.059,97","EXTRATO DE CONTRATO Processo: 001-000116/2018. CONTRATO CLDF Nº 22/2021-NPLC, firmado entre a Câmara..."
prestação_de_serviços_por_meio_da_ferramenta_de_pesquisas_e__00_v2,True,100,DODF 113 18-06-2021 INTEGRA.pdf,"R$ 17.950,00",EXTRATO DE CONTRATO Processo: 00196-00000281/2021-01. DA ESPÉCIE: Contrato de Prestação de Serviços ...
serviços_de_confecção_e_fornecimento_de_cartão_em_pvc_person_00_v2,True,100,DODF 117 24-06-2021 INTEGRA.pdf,"R$ 29.900,00","EXTRATO DE CONTRATO Processo: 001-000853/2019. Contrato-PG nº 25/2021-NPLC, decorrente de Pregão ele..."
aquisicao_de_987_galoes_de_20l_de_agua_mineral_00_v2,True,100,DODF 138 24-07-2019 INTEGRA.pdf,"R$ 6.810,30","EXTRATO DO CONTRATO DE PRESTACAO DE SERVICO No 02/2018,
NOS TERMOS DO PADRAO No 07/2002
Processo: 03..."
aquisicao_de_fita_eletrica_00_v2,True,100,DODF 152 13-08-2019 INTEGRA.pdf,"R$ 76.500,00","EXTRATO DE CONTRATO
Especie: Contrato no 746/2019 - CEB DISTRIBUICAO S/A. Partes: CEB Distribuicao S..."
o_contrato_tem_por_objeto_a_aquisição_de_material_de_consumo_00_v2,False,0,N/A,"R$ 18.144,04","EXTRATO DO CONTRATO Nº 05/2021, NOS TERMOS DO PADRÃO Nº 01/2012
Processo:00138-00003282/2021-66; Das..."
prestação_de_serviços_especializados_em_urologia_00_v2,False,0,N/A,"R$ 1,00","EXTRATO DO CONTRATO DE CREDENCIAMENTO Nº 71/2021
PRESTAÇÃO DE SERVIÇOS

Processo: 00053-00065864/202..."
