id,is_correct,question,ground_truth_answer,generated_answer,retrieved_contexts
contratacao_de_empresa_especializada_para_a_prestacao_de_ser_00_v2,False,Qual é o montante financeiro destinado à contratação de serviços para o manejo de espécies nativas na bacia do Pipiripau por três anos?,"R$413.444,00",A informação solicitada não foi encontrada no contexto fornecido.,"[""para atuarem como executoras do Contrato de Prestação de Serviços nº 43.529/2021,\ncelebrado entre a FUNDAÇÃO JARDIM ZOOLÓGICO DE BRASÍLIA e NP\nCAPACITAÇÃO E SOLUÇÕES TECNOLÓGICAS LTDA, constante no processo 00196-\n00000281/2021-01."", ""COMERCIO E SERVICOS DE CHAVES, CARIMBOS E SISTEMA DE SEGURANÇA\nLTDA, cujo objeto consiste na Contratação de empresa especializada na prestação de Serviços\nde Chaveiro, para atender as necessidades desta Secretaria de Estado de Obras e Infraestrutura"", ""decorrentes da implantação do projeto produtor de água no Pipiripau para recuperação e/ou\nmanutenção de serviços ecossistêmicos. Prazo/Vigência: os presentes contratos têm vigência"", ""279.289-3, para compor a Comissão do Contrato de Prestação de Serviços nº\n40.276/2019, celebrado entre a FUNDAÇÃO JARDIM ZOOLÓGICO DE BRASÍLIA e\na MURANO CONSTRUÇOES EIRELI - ME, constante no processo 00196-\n00003056/2018-12."", ""de dezembro de 1997, pelo Estatuto e pelo Regimento Interno da Fundação, resolve:\nArt. 1º Recompor a Comissão de Executores do Contrato de Prestação de Serviços nº\n39.438/2019, celebrado entre a FUNDAÇÃO JARDIM ZOOLÓGICO DE BRASÍLIA e"", ""bens e contratação de serviços, composta pelos seguintes servidores:"", ""rata-se de um\nserviço de natureza contínua. Do valor: R$ 3.338.966,88 (três milhões, trezentos e trinta e oito mil\nnovecentos e sessenta e seis reais e oitenta e oito centavos), procedente do Orçamento do Distrito Federal"", ""acesso a contratações de pequena monta ou direcionadas a produtos e\nserviços singulares, tais como aquelas realizadas justamente por pregão,\ncircunstância que, ademais, mostra-se incoerente e em dissonância com o"", ""produtor rural, CPF 386.292.911-68, como concessionário. OBJETO: Chácar\na Eldorado n° 1, Núcleo Rural\nPipiripau, RA-VI, Planaltina/DF, com área de 16,7724 hectares. EMBASAMENTO LEGAL: art. 18 da Lei"", ""objetivando a contratação de empresa especializada para o fornecimento de dormentes especiais de madeira\nde 1ª Classe - Sobressalente de Consumo - para as Regiões de Aparelhos de Mudança de Via (AMV's) na""]"
contratacao_de_empresa_especializada_para_a_prestacao_de_ser_00_v0,False,Qual é o custo total para a contratação de serviços de semeadura direta de 25 hectares de espécies vegetais nativas do Bioma Cerrado?,"R$229.979,79",A informação solicitada não foi encontrada no contexto fornecido.,"[""a para a prestação de\nserviços de semeadura direta em 25 ha (vinte e cinco hectares) de espécies vegetais nativas do Bioma\nCerrado com manutenção e monitoramento das mesmas por 03 (três) anos na Bacia Hidrográfica do"", ""Administradora.\nProcesso: 00072-00001708/2019-99. Instrumento: contrato Nº 028/2019-G\nCONV . Prestação de serviços\nde transporte, distribuição, plantio de mudas de espécies nativas do bioma cerrado com manutenção"", ""de espécies nativas do Bioma Cerrado e recuperar 0,124 hectare de Área de Preservação\nPermanente, nos termos do Parecer Técnico SEI/GDF n° 20/2018 - IBRAM/SU-\nLAM/COINF/GERPAS/NUNOR e da ASV n° 29/2018 - IBRAM.\nJÚLIO CÉSAR DE AZEVEDO REIS\nPresidente"", ""de transporte, distribuição, plantio de mudas de espécies nativas do bioma cerrado com manutenção\ne monitoramento das mesmas. Partes: EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO\nRURAL DO DISTRITO FEDERAL-EMATER-DF e a empresa AMBIENTAL DO BRASIL ESTUDO\nS"", ""ORDEM DE SERVIÇO Nº 27, DE 02 DE JULHO DE 2019\nA DIRETORA EXECUTIV A DO JARDIM BOTÂNICO DE BRASÍLIA, DA SECRETARIA DE\nESTADO DO MEIO AMBIENTE DO DISTRITO FEDERAL, no uso das atribuições que lhe são"", ""ORDEM DE SERVIÇO Nº 58, DE 10 DE DEZEMBRO DE 2019\nA DIRETORA EXECUTIV A DO JARDIM BOTÂNICO DE BRASÍLIA, DA SECRETARIA DE\nESTADO DO MEIO AMBIENTE DO DISTRITO FEDERAL, no uso das atribuições que lhe são"", ""ORDEM DE SERVIÇO Nº 59, DE 10 DE DEZEMBRO DE 2019\nA DIRETORA EXECUTIV A DO JARDIM BOTÂNICO DE BRASÍLIA, DA SECRETARIA DE\nESTADO DO MEIO AMBIENTE DO DISTRITO FEDERAL, no uso das atribuições que lhe são"", ""27.\nArt. 2º Esta Ordem de Serviço entra em vigor na data de sua publicação.\nMÁRIO LÚCIO DE OLIVEIRA\nADMINISTRAÇÃO REGIONAL DO JARDIM BOTÂNICO\nORDEM DE SERVIÇO Nº 67, DE 22 DE NOVEMBRO DE 2019"", ""reserva da biosfera do cerrado. Corredores ecológicos e conectores ambientais por meio\nde um controle da impermeabilização do solo. Em seguida, apresentou o resultado das"", ""Brasília/DF, 08 de outubro de 2019.\nCLAYLTON FERREIRA ARAGÃO\nPresidente/Pregoeiro\nSECRETARIA DE ESTADO DO MEIO AMBIENTE\nJARDIM BOTÂNICO DE BRASÍLIA\nDIRETORIA EXECUTIV A\nEXTRATO DO PRIMEIRO TERMO ADITIVO DO CONTRATO Nº 007/2019""]"
contratacao_de_empresa_especializada_para_a_prestacao_de_ser_00_v1,False,Quanto será gasto com a manutenção e monitoramento de 25 hectares de espécies vegetais nativas do Bioma Cerrado por 3 anos na Bacia Hidrográfica do Pipiripau?,"R$229.979,79","A informação fornecida não inclui detalhes financeiros sobre a manutenção e monitoramento das espécies vegetais nativas do Bioma Cerrado. Portanto, não é possível determinar o custo exato associado a essas atividades com base no texto fornecido.  No entanto, o texto menciona a prestação de serviços para semear 25 hectares de espécies vegetais nativas do Bioma Cerrado, com manutenção e monitoramento por 3 anos na Bacia Hidrográfica do Pipiripau, mas não especifica o valor ou o custo associado a essas atividades.  Para uma resposta mais precisa, seria necessário ter acesso a informações financeiras detalhadas que não estão presentes no texto fornecido.   Dessa forma, a resposta mais precisa que posso fornecer com base nas informações disponíveis é que não há informações suficientes para determinar o custo exato da manutenção e monitoramento das 25 hectares de espécies vegetais nativas do Bioma Cerrado por 3 anos.","[""a para a prestação de\nserviços de semeadura direta em 25 ha (vinte e cinco hectares) de espécies vegetais nativas do Bioma\nCerrado com manutenção e monitoramento das mesmas por 03 (três) anos na Bacia Hidrográfica do"", ""cerrado com manutenção e monitoramento das mesmas por 03 (três) anos na bacia hidrográfica do\nPipiripau, região administrativa de Planaltina - RA - VI - Brasília - DF, no â\nmbito do Programa"", ""de transporte, distribuição, plantio de mudas de espécies nativas do bioma cerrado com manutenção\ne monitoramento das mesmas. Partes: EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO\nRURAL DO DISTRITO FEDERAL-EMATER-DF e a empresa AMBIENTAL DO BRASIL ESTUDO\nS"", ""de espécies nativas do Bioma Cerrado e recuperar 0,124 hectare de Área de Preservação\nPermanente, nos termos do Parecer Técnico SEI/GDF n° 20/2018 - IBRAM/SU-\nLAM/COINF/GERPAS/NUNOR e da ASV n° 29/2018 - IBRAM.\nJÚLIO CÉSAR DE AZEVEDO REIS\nPresidente"", ""reserva da biosfera do cerrado. Corredores ecológicos e conectores ambientais por meio\nde um controle da impermeabilização do solo. Em seguida, apresentou o resultado das"", ""Unidade de Compensação Ambiental e Florestal, da Secretaria Geral, do Instituto do Meio Ambiente e dos\nRecursos Hídricos do Distrito Federal - Brasília Ambiental.\nNOMEAR DOMINIQUE DE ALCÂNTARA MARQUES RODRIGUES para exercer o Cargo de Nat\nureza"", ""erradicação de 4,84 hectares de árvores isoladas visando à implantação das obras de\nduplicação da DF-473, numa extensão de 3,0 km, Região Administrativa de São Sebastião\n- DF. Processo de licenciamento ambiental 191.000.019/1995"", ""utilização de um pivô central para área de 92 hectares, na Fazenda Toca da Raposa, Rodovia\nDF 020 Km 29 – Planaltina/DF. Foi requerido estudo ambiental. Mário Zinato Santos.\nINCO EMPREENDIMENTOS IMOBILIÁRIOS S/A"", ""características naturais da área ou que coloquem em risco a integridade dos \necossistemas e da biota local,\nsalvo atividades ou empreendimentos previstos em seu plano de manejo.\nArt. 2º A criação do Parque Ecológico do Gama possui os seguintes objetivos:"", ""00001451/2021-12. Partes: Instituto de Meio Ambiente e dos Recursos Hídricos do Distrito\nFederal – IBRAM/DF e CONSTRUPETRO EMPREENDIMENTOS IMOBILIÁRIOS\nLTDA. Objetivo: Compensação Florestal por meio de pagamento em pecúnia, em""]"
contratacao_de_empresa_especializada_para_a_prestacao_de_ser_00_v2,False,Qual é o valor exato para a realização de serviços de semeadura direta e monitoramento de 25 hectares de espécies vegetais nativas do Bioma Cerrado na Bacia Hidrográfica do Pipiripau por 3 anos?,"R$229.979,79","O valor exato para a realização de serviços de semeadura direta e monitoramento de 25 hectares de espécies vegetais nativas do Bioma Cerrado na Bacia Hidrográfica do Pipiripau por 3 anos é R$ 3.338.966,88.","[""a para a prestação de\nserviços de semeadura direta em 25 ha (vinte e cinco hectares) de espécies vegetais nativas do Bioma\nCerrado com manutenção e monitoramento das mesmas por 03 (três) anos na Bacia Hidrográfica do"", ""cerrado com manutenção e monitoramento das mesmas por 03 (três) anos na bacia hidrográfica do\nPipiripau, região administrativa de Planaltina - RA - VI - Brasília - DF, no â\nmbito do Programa"", ""de transporte, distribuição, plantio de mudas de espécies nativas do bioma cerrado com manutenção\ne monitoramento das mesmas. Partes: EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO\nRURAL DO DISTRITO FEDERAL-EMATER-DF e a empresa AMBIENTAL DO BRASIL ESTUDO\nS"", ""de espécies nativas do Bioma Cerrado e recuperar 0,124 hectare de Área de Preservação\nPermanente, nos termos do Parecer Técnico SEI/GDF n° 20/2018 - IBRAM/SU-\nLAM/COINF/GERPAS/NUNOR e da ASV n° 29/2018 - IBRAM.\nJÚLIO CÉSAR DE AZEVEDO REIS\nPresidente"", ""mbito do Programa\nProdutor de água - Projeto Pipiripau. Dotação orçamentária: fontes de recursos: 432; Programa de\ntrabalho: 20.122.6210.4116.0001; Natureza da despesa: 33.90.39; valor: \nR$ 413.444,00 (quatrocentos"", ""o valor da sanção pecuniária para R$ 200,00 (duzentos reais), mínimo previsto para infrações de natureza\nleve.\nEMENTA: Direito Ambiental e Direito Administrativo. Poluição Sonora. Transgressão dos artigos 2º e"", ""rata-se de um\nserviço de natureza contínua. Do valor: R$ 3.338.966,88 (três milhões, trezentos e trinta e oito mil\nnovecentos e sessenta e seis reais e oitenta e oito centavos), procedente do Orçamento do Distrito Federal"", ""decorrentes da implantação do projeto produtor de água no Pipiripau para recuperação e/ou\nmanutenção de serviços ecossistêmicos. Prazo/Vigência: os presentes contratos têm vigência"", ""pagamento da compensação florestal equivalente a uma área de 0,5 ha de\nvegetação nativa do Grupo II, conforme aprovado pelo Parecer Técnico nº 453\n(74476564), por meio de conversão em pecúnia, no valor de R$ 42.000,00"", ""00001451/2021-12. Partes: Instituto de Meio Ambiente e dos Recursos Hídricos do Distrito\nFederal – IBRAM/DF e CONSTRUPETRO EMPREENDIMENTOS IMOBILIÁRIOS\nLTDA. Objetivo: Compensação Florestal por meio de pagamento em pecúnia, em""]"
aquisicao_de_luminarias_para_iluminacao_publica_a_led_potenc_00_v0,True,"Qual é o custo total da aquisição de luminárias para iluminação pública a LED com potência de 160 Watts, considerando a compra de 519 unidades?","R$311.400,00","O custo total da aquisição de luminárias para iluminação pública a LED com potência de 160 Watts, considerando a compra de 519 unidades, é de R$ 311.400,00.","[""sob o CNPJ 00.070.698/0001-11. Do objeto: Aquisição de Luminárias para Ilu\nminação Pública a LED,\npotência de 160 Watts (519 unidades). Do valor: R$ 311.400,00 (trezentos e onze mil, e quatrocentos"", ""Luminária de LED - Manutenção do Sistema de Iluminação Pública -\nModernização e Eficientização de Iluminação Pública, nas localidades: QN's 01,\n03, 05, 07 e 09 e das QS's 02, 04, 06, 08, 10, 12, 14 e 16, Valor do Contrato R$"", ""ENCARGOS: Fornecimento de estrutura de iluminação em LED e serviços, no valor\nglobal de R$ 15.000,00 (quinze mil reais), abrangendo refletores PAR 38º Branco,\nlâmpadas PAR 38º LED, lâmpadas tubulares, hastes de suporte para PAR 38º, hastes para"", ""00.070.698/0001-11, a dar início aos serviços objeto do Contrato Nº 024/2021,cujo objeto\né a substituição/instalação de iluminação pública com luminárias tipo LED, na: VC- 371"", ""37. Contratante: Companhia Energética de Brasília - CEB, inscrita sob o CNPJ 00.070.698/0001-11. Do\nobjeto: Aquisição de Luminárias para Iluminação Pública a LED, potência de 120 Watts (700 unidades),"", ""Asa Norte, por lâmpadas LED, no valor de R$ 702.474,05 (setecentos e dois mil, quatrocentos e\nsetenta e quatro reais e cinco centavos), obedecendo a Legislação vigente.\nArt. 2º Esta Ordem de Serviço entra em vigor na data de sua publicação.\nILKA TEODORO"", "". 4.0 09.004.00 8536.50 \""Starter\"" 102,31\n. 5.0 09.005.00 8543.70.99 Lâmpadas de LED (Diodos Emissores de Luz) 63,67\nArt. 2º Esta Portaria entra em vigor na data de sua publicação."", ""Eficientização Energética, Luminária VS (Vapor de Sódio), por Luminária de LED a\niluminação pública da Região Administrativa de Brazlândia NE nº 2021NE00216.\nArt. 2º Caberá ao Executor dos serviços supervisionar, fiscalizar e acompanhar a"", ""Sem iluminação R$\n0,24 R$ 7,20 R$ 86,40 R$0,48 R$\n14,40\nR$\n172,80\nIluminado R$\n0,25 R$ 7,50 R$ 90,00 R$ 0,52 R$\n15,60\nR$\n187,20\nLuminoso\nSem alternância\nde movimento\nR$\n0,25 R$ 7,50 R$ 90,00 R$ 0,52 R$\n15,60\nR$\n187,20\nCom alternância\nde movimento\nR$\n0,49"", ""00000850/2021-30, OBJETO: contratação da Companhia Energética de Brasília – CEB-H,\nvisando realizar a substituição de Luminária VS (Vapor de Sódio), por Luminária de LED -\nManutenção do Sistema de Iluminação Pública - Modernização e Eficientização de""]"
aquisicao_de_luminarias_para_iluminacao_publica_a_led_potenc_00_v1,True,Quanto custa a aquisição de 519 unidades de luminárias de LED com potência de 160 Watts para iluminação pública?,"R$311.400,00","O custo da aquisição de 519 unidades de luminárias de LED com potência de 160 Watts para iluminação pública é de R$ 311.400,00.","[""sob o CNPJ 00.070.698/0001-11. Do objeto: Aquisição de Luminárias para Ilu\nminação Pública a LED,\npotência de 160 Watts (519 unidades). Do valor: R$ 311.400,00 (trezentos e onze mil, e quatrocentos"", ""Luminária de LED - Manutenção do Sistema de Iluminação Pública -\nModernização e Eficientização de Iluminação Pública, nas localidades: QN's 01,\n03, 05, 07 e 09 e das QS's 02, 04, 06, 08, 10, 12, 14 e 16, Valor do Contrato R$"", ""ENCARGOS: Fornecimento de estrutura de iluminação em LED e serviços, no valor\nglobal de R$ 15.000,00 (quinze mil reais), abrangendo refletores PAR 38º Branco,\nlâmpadas PAR 38º LED, lâmpadas tubulares, hastes de suporte para PAR 38º, hastes para"", ""00.070.698/0001-11, a dar início aos serviços objeto do Contrato Nº 024/2021,cujo objeto\né a substituição/instalação de iluminação pública com luminárias tipo LED, na: VC- 371"", ""37. Contratante: Companhia Energética de Brasília - CEB, inscrita sob o CNPJ 00.070.698/0001-11. Do\nobjeto: Aquisição de Luminárias para Iluminação Pública a LED, potência de 120 Watts (700 unidades),"", "". 4.0 09.004.00 8536.50 \""Starter\"" 102,31\n. 5.0 09.005.00 8543.70.99 Lâmpadas de LED (Diodos Emissores de Luz) 63,67\nArt. 2º Esta Portaria entra em vigor na data de sua publicação."", ""Eficientização Energética, Luminária VS (Vapor de Sódio), por Luminária de LED a\niluminação pública da Região Administrativa de Brazlândia NE nº 2021NE00216.\nArt. 2º Caberá ao Executor dos serviços supervisionar, fiscalizar e acompanhar a"", ""estabelecida no Setor de Áreas Públicas, Lote C, Bloco M, Sala 03 – Brasília/DF, CEP: 71.215-\n902, objeto: para realizar os serviços de substituição total da iluminação pública da SQN 216-"", ""correrá à conta do Programa de Trabalho 15.752.6210.1836.0023 - AMPLIAÇÃO DOS PONTOS DE\nILUMINAÇÃO PÚBLICA - DISTRITO FEDERAL, na Fonte de Recursos 134 - Contribuição para"", ""DE ILUMINAÇÃO PÚBLICA - REGIÕES ADMINISTRATIVAS - DISTRITO\nFEDERAL, ou, de outra forma, poderão ser atendidas pelo Programa de Trabalho\n15.752.6209.8507.6471 - (***) MANUTENÇÃO DO SISTEMA DE ILUMINAÇÃO""]"
aquisicao_de_luminarias_para_iluminacao_publica_a_led_potenc_00_v2,True,"Qual é o valor total necessário para a compra de 519 luminárias de LED, cada uma com potência de 160 Watts, para uso em iluminação pública?","R$311.400,00","O valor total necessário para a compra de 519 luminárias de LED, cada uma com potência de 160 Watts, para uso em iluminação pública é de R$ 311.400,00.","[""sob o CNPJ 00.070.698/0001-11. Do objeto: Aquisição de Luminárias para Ilu\nminação Pública a LED,\npotência de 160 Watts (519 unidades). Do valor: R$ 311.400,00 (trezentos e onze mil, e quatrocentos"", ""Luminária de LED - Manutenção do Sistema de Iluminação Pública -\nModernização e Eficientização de Iluminação Pública, nas localidades: QN's 01,\n03, 05, 07 e 09 e das QS's 02, 04, 06, 08, 10, 12, 14 e 16, Valor do Contrato R$"", ""ENCARGOS: Fornecimento de estrutura de iluminação em LED e serviços, no valor\nglobal de R$ 15.000,00 (quinze mil reais), abrangendo refletores PAR 38º Branco,\nlâmpadas PAR 38º LED, lâmpadas tubulares, hastes de suporte para PAR 38º, hastes para"", ""Asa Norte, por lâmpadas LED, no valor de R$ 702.474,05 (setecentos e dois mil, quatrocentos e\nsetenta e quatro reais e cinco centavos), obedecendo a Legislação vigente.\nArt. 2º Esta Ordem de Serviço entra em vigor na data de sua publicação.\nILKA TEODORO"", ""00.070.698/0001-11, a dar início aos serviços objeto do Contrato Nº 024/2021,cujo objeto\né a substituição/instalação de iluminação pública com luminárias tipo LED, na: VC- 371"", ""Sem iluminação R$\n0,24 R$ 7,20 R$ 86,40 R$0,48 R$\n14,40\nR$\n172,80\nIluminado R$\n0,25 R$ 7,50 R$ 90,00 R$ 0,52 R$\n15,60\nR$\n187,20\nLuminoso\nSem alternância\nde movimento\nR$\n0,25 R$ 7,50 R$ 90,00 R$ 0,52 R$\n15,60\nR$\n187,20\nCom alternância\nde movimento\nR$\n0,49"", "". 4.0 09.004.00 8536.50 \""Starter\"" 102,31\n. 5.0 09.005.00 8543.70.99 Lâmpadas de LED (Diodos Emissores de Luz) 63,67\nArt. 2º Esta Portaria entra em vigor na data de sua publicação."", ""37. Contratante: Companhia Energética de Brasília - CEB, inscrita sob o CNPJ 00.070.698/0001-11. Do\nobjeto: Aquisição de Luminárias para Iluminação Pública a LED, potência de 120 Watts (700 unidades),"", ""Eficientização Energética, Luminária VS (Vapor de Sódio), por Luminária de LED a\niluminação pública da Região Administrativa de Brazlândia NE nº 2021NE00216.\nArt. 2º Caberá ao Executor dos serviços supervisionar, fiscalizar e acompanhar a"", ""total de R$ 9.195,52; LUMEN COMERCIO E SERVICOS DE MOTORES ELETRICOS\nEIRELI, CNPJ 34.777.255/0001-87, vencedora do item 4, com o valor total de R$\n3.287,79. Os itens 2,3,10,11,13 a 23 e 25 restaram fracassados.\nELIZABETH DUARTE ALVES\n____________________""]"
prestacao_de_servicos_de_manutencao_de_extintores_de_incendi_00_v0,False,Qual é o valor total da prestação de serviços de manutenção de extintores de incêndio para a Casa Civil do Distrito Federal e órgãos vinculados?,"R$9.573,90","O valor total da prestação de serviços de manutenção de extintores de incêndio para a Casa Civil do Distrito Federal e órgãos vinculados é de R$ 3.338.966,88 (três milhões, trezentos e trinta e oito mil, novecentos e sessenta e seis reais e oitenta e oito centavos).","[""de serviços de manutenção de extintores de incêndio para atender às necessidades da Casa Civil do\nDistrito Federal e órgãos vinculados. DA DOTAÇÃO ORÇAMENTÁRIA: Unidade Orçamentária:"", ""rata-se de um\nserviço de natureza contínua. Do valor: R$ 3.338.966,88 (três milhões, trezentos e trinta e oito mil\nnovecentos e sessenta e seis reais e oitenta e oito centavos), procedente do Orçamento do Distrito Federal"", ""CNPJ nº 09.639.459/0001-04, no valor de Valor: R$ 302.400,00 (trezentos e dois mil e\nquatrocentos reais) para a contratação do DISTRITO FEDERAL, por intermédio da\nCASA CIVIL DO DISTRITO FEDERAL, para atender prestação de serviços com"", ""DE: 26/05/2021, VALOR DO EMPENHO: R$ 101.500,00 (cento e um mil e quinhentos\nreais). VALOR DO CONTRATO: R$ 961.464,00 (novecentos e sessenta e um mil e\nPÁGINA 66 Diário Oficial do Distrito Federal               Nº 123, SEXTA-FEIRA, 02 DE JULHO DE 2021"", ""Art. 4° Esta Ordem de Serviço entra em vigor na data de sua publicação.\nROSIMEIRE PAIVA DA SILVA\nPÁGINA 31 Diário Oficial do Distrito Federal               Nº 110, TERÇA-FEIRA, 15 DE JUNHO DE 2021"", ""inciso anterior para o recolhimento do valor da sanção aos cofres públicos do Distrito\nFederal, no prazo de 30 (trinta) dias, alertando-os de que o valor deverá ser atualizado na"", ""dios florestais da brigada de\nincêndio ao final do contrato de trabalho; manter contato cordial com os agentes de parques e servidores\ndo IBRAM.\n2.2.3 REMUNERAÇÃO: R$ 2.495,00 (dois mil e quatrocentos e noventa e cinco reais)."", ""S/A, CNPJ: 07.175.725/0010-50, vencedora do item 01 com o valor total de R$ 5.729.729,73.\nNARA MAGALHÃES DA SILV A\nSERVIÇO DE LIMPEZA URBANA DO DISTRITO FEDERAL\nEXTRATO DO CONTRATO Nº 30/2019"", ""400091, na modalidade estimativo (30754190). DO V ALOR: O valor total do Contrato é de R$ 76.916,00\n(setenta e seis mil, novecentos e dezesseis reais), procedente do Orçamento do Distrito Federal para o"", ""garantia, sendo seu extrato publicado no DODF a expensas do Contratante. Do \nvalor: R$ 119.850,00\n(cento e dezenove mil, oitocentos e cinquenta reais) procedente do Orçamento do Distrito Federal para o""]"
prestacao_de_servicos_de_manutencao_de_extintores_de_incendi_00_v1,False,Quanto custa a manutenção de extintores de incêndio para atender às necessidades da Casa Civil do Distrito Federal e órgãos vinculados?,"R$9.573,90",A informação solicitada não foi encontrada no contexto fornecido.,"[""de serviços de manutenção de extintores de incêndio para atender às necessidades da Casa Civil do\nDistrito Federal e órgãos vinculados. DA DOTAÇÃO ORÇAMENTÁRIA: Unidade Orçamentária:"", ""incêndio existente na Companhia do Distrito Federal. - Codeplan localizad\na no SAM - Projeção H, Edifício"", ""Elaboração de Projetos de Incêndio em conformidade com o estabelecido nas Normas Técnicas nº\n019/1999-CBMDF e 006/2000-CBMDF, Decreto nº 21.361/2000 DESEG - CBMDF e legislação aplicável\nno Distrito Federal. Certificado válido até 09 de julho de 2020."", ""Manutenção de Mangueiras de Incêndio, em conformidade com o estabelecido nas\nNormas Técnicas nº 019/1999-CBMDF e 006/2000-CBMDF, Decreto nº 21.361/2000\nDESEG – CBMDF, e legislação aplicável no Distrito Federal. Certificado válido até 06 de"", ""resolve: PUBLICAR o extrato dos Pareceres de Aprovação dos Projetos de Incêndio do mês de novembro de 2019. Em consequência, os órgãos interessados tom em conhecimento e providências.\nBrasília/DF, 12 de novembro de 2019.\nEDUARDO CUNHA MESQUISTA"", ""necessários à execução dos serviços (exceto papel), além de assistência técnica\nespecializada e reposição de peças originais, manutenção Preventiva e Corretiva para\natender demanda da Companhia de Desenvolvimento Habitacional do Distrito Federal –"", ""PUBLICAR o extrato dos Pareceres de Aprovação dos Projetos de Incêndio do mês de maio de 2019. Em consequência, os órgãos interessados tomem conhecimento e providências.\nBrasília/DF, 06 de junho de 2019.\nEDUARDO CUNHA MESQUITA"", ""Brasília/DF, 12 de novembro de 2019.\nEDUARDO CUNHA MESQUISTA\n. PA R E C E R E S DE A P R O VA Ç Ã O DE P R O J E TO S DE INCÊNDIO DE JULHO DE 2019\n. Nº Endereço Localidade Altura Área Risco Autor Inscrição Destinação Sistemas Parecer de\nAprovação Nº"", ""EG - CBMDF e\nlegislação aplicável no Distrito Federal. Certificado válido até 15 de julho de 2020.\nEXTINGFOGO SISTEMA DE INCÊNDIO EIRELI ME, Situada na: 3ª Avenida Blocos 1420A/1550B,"", ""atinga que necessitam do\nprojeto de incêndio e pânico para aprovação do Corpo de Bombeiros Militar do Distrito Federal, em\nespecial para atendimento da notificação n. 0532/2013 NH-DESEG e também das notificações constantes""]"
prestacao_de_servicos_de_manutencao_de_extintores_de_incendi_00_v2,False,Qual é o valor da contratação de serviços para manutenção de extintores de incêndio para a Casa Civil do Distrito Federal e seus órgãos vinculados?,"R$9.573,90",A informação solicitada não foi encontrada no contexto fornecido.,"[""de serviços de manutenção de extintores de incêndio para atender às necessidades da Casa Civil do\nDistrito Federal e órgãos vinculados. DA DOTAÇÃO ORÇAMENTÁRIA: Unidade Orçamentária:"", ""Assunto: Contratação, em caráter EMERGENCIAL, de empresa especializada p ara execução de serviços\nde limpeza urbana no Distrito Federal nas áreas compreendidas no Lote I. Com fundamento nas"", ""órgão responsável pela contratação e a Organização da Sociedade Civil.\nArt. 2º Esta Ordem de Serviço entra em vigor na data de sua publicação.\nTIAGO RODRIGO GONÇALVES\nCONTROLADORIA GERAL DO DISTRITO FEDERAL\nPORTARIA Nº 344, DE 12 DE JULHO DE 2019"", ""dios florestais da brigada de\nincêndio ao final do contrato de trabalho; manter contato cordial com os agentes de parques e servidores\ndo IBRAM.\n2.2.3 REMUNERAÇÃO: R$ 2.495,00 (dois mil e quatrocentos e noventa e cinco reais)."", ""CNPJ nº 09.639.459/0001-04, no valor de Valor: R$ 302.400,00 (trezentos e dois mil e\nquatrocentos reais) para a contratação do DISTRITO FEDERAL, por intermédio da\nCASA CIVIL DO DISTRITO FEDERAL, para atender prestação de serviços com"", ""comercial de Restaurante self-service, lanchonete, balcão e cafeteria, balcão associadas à\nconcessão de equipamentos e instalações próprias da CEDENTE, Centro de Gestão Águas\nEmendadas, Edifício Sede, Águas Claras, Distrito Federal. VALOR DO CONTRATO: R$"", ""na do Distrito Federal.\nAssunto: Contratação, em caráter EMERGENCIAL, de empresa especializada para execução de serviços\nde limpeza urbana no Distrito Federal nas áreas compreendidas no Lote III. Com fundamento nas"", ""a contratação e a\nOrganização da Sociedade Civil.\nArt.2º Esta Ordem de Serviço entra em vigor na data de sua publicação.\nTIAGO RODRIGO GONÇALVES\nDEFENSORIA PÚBLICA DO DISTRITO FEDERAL\nPORTARIA Nº 340, DE 26 DE NOVEMBRO DE 2019."", ""contratação de empresa para prestação de serviços especializados de locação de\nequipamentos e software de monitoração e rastreamento eletrônico de pessoas\nvinculadas a procedimentos judiciais no Tribunal de Justiça do Distrito Federal e"", ""tais como valores dos recursos públicos, o órgão responsável pela contratação e a Organização da\nSociedade Civil.\nArt. 2º Esta Ordem de Serviço entra em vigor na data de sua publicação.\nTIAGO RODRIGO GONÇALVES\nDEFENSORIA PÚBLICA DO DISTRITO FEDERAL""]"
